	1_up_0.04	1_up_0.12	1_up_0.37	1_up_01.11	1_up_03.33	1_up_10.0	2_down_0.04	2_down_0.12	2_down_0.37	2_down_01.11	2_down_03.33	2_down_10.0
DNA duplex unwinding (GO:0032508)	0.0	0.0	0.0	0.0	0.0	0.0	-12.8066064394	-17.0061248414	-12.7288807603	-16.8223591412	-12.8298433118	-16.5395085452
DNA geometric change (GO:0032392)	0.0	0.0	0.0	0.0	0.0	0.0	-12.5652355078	-16.7366899506	-12.4954973309	-16.5440614896	-12.5856601099	-16.2534862774
regulation of cellular protein catabolic process (GO:1903362)	0.0	0.0	0.0	1.90803473524	0.0	0.0	-11.157398962	-11.1425831717	-14.1832781465	-13.8494393833	-8.24424167848	-13.5288491928
regulation of proteolysis involved in cellular protein catabolic process (GO:1903050)	0.0	0.0	0.0	2.05205357455	0.0	0.0	-11.7625902303	-11.7483171859	-14.874311265	-14.5302480672	-8.75509384594	-14.1910068962
regulation of proteasomal protein catabolic process (GO:0061136)	0.0	0.0	0.0	2.26998434735	0.0	0.0	-13.1559211532	-13.1278810722	-16.4595034456	-16.0594702841	-9.90051956579	-15.6990899431
nucleobase metabolic process (GO:0009112)	0.0	0.0	0.0	0.0	0.0	0.0	-7.56888640769	-10.987795294	-2.07540191019	-10.860532588	-7.65735731533	-14.352127987
anatomical structure homeostasis (GO:0060249)	3.83864803479	0.963863948604	0.331101877418	1.7730566705	0.996023489456	0.0	-11.9118433281	-3.21409653781	-9.29875487882	-14.327461767	-9.13341849814	-8.73184874919
double-strand break repair (GO:0006302)	0.0	0.0	0.0	0.756584692066	0.0	0.0	-8.71343132274	-6.03943636615	-11.6711403743	-11.446395919	-8.58743612783	-5.63066785624
regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434)	0.0	0.0	0.0	2.811618164	0.0	0.0	-11.9925843326	-15.3814364793	-15.3584813171	-15.0115439607	-8.7668382575	-18.2637786762
'de novo' posttranslational protein folding (GO:0051084)	0.0	0.0	0.0	0.0	0.0	0.0	-14.5419007803	-19.1037402371	-19.0529796635	-10.2062666809	-10.3673256651	-33.6682744491
'de novo' protein folding (GO:0006458)	0.0	0.0	0.0	0.0	0.0	0.0	-17.5632058726	-26.9540194272	-17.5077993604	-13.1074356784	-13.2679742347	-41.6796451305
negative regulation of cell cycle (GO:0045786)	0.091276386344	1.01496013898	0.0	0.0	0.0	1.07064202002	-34.4505917739	-52.0340467901	-55.7334780336	-40.3466384076	-44.1008470213	-36.3635250053
cellular metabolic compound salvage (GO:0043094)	0.0	0.0	0.0	0.0	0.0	0.0	-8.83442264224	-8.76908717168	-1.48929555671	-13.5172828862	-5.05856014348	-13.2788402841
mitotic DNA integrity checkpoint (GO:0044774)	0.0	1.98663101459	0.400842194575	1.85054197284	0.0	1.73268914484	-23.2199324604	-28.8935407932	-17.8095972055	-28.5597409607	-17.973806926	-33.9662934457
nucleosome organization (GO:0034728)	0.0	0.0	0.0	0.0	0.0	0.0	-11.0207782649	-21.2304636963	-14.1739600583	-17.2933566812	-17.3894535143	-10.4811546902
protein-DNA complex subunit organization (GO:0071824)	0.0	0.0	0.0	0.0	0.0	0.0	-15.513406572	-22.4037828205	-15.5051348127	-22.015459352	-22.2215141983	-11.7736624632
regulation of protein modification by small protein conjugation or removal (GO:1903320)	0.583086068511	0.0	0.0	0.0	0.0	0.0	-5.82401882937	-10.2548250973	-25.0855995244	-7.62253843849	-5.68770797539	-5.35142837436
regulation of protein ubiquitination (GO:0031396)	0.0	0.0	0.0	0.0229308999769	0.0	0.0	-6.66137506662	-11.4018433259	-26.9120033583	-8.59477070543	-6.53967509277	-6.17921733111
transcription-coupled nucleotide-excision repair (GO:0006283)	0.0	0.0	0.0	0.0	0.0	0.0	-19.6950490526	-6.72863267687	-10.5536492915	-14.8636343245	-24.5847913391	-10.3927015846
regulation of cell cycle process (GO:0010564)	0.0	0.0	0.0	0.0	0.0	0.0	-52.2597139186	-67.2479897679	-83.4317579516	-58.6760111247	-48.2159595758	-56.8683571437
histone exchange (GO:0043486)	0.0	0.0	0.0	0.0	0.0	0.0	-5.35999635776	-14.7561851589	-9.63666434162	-9.86614484918	-10.1386731944	-5.09904365218
ATP-dependent chromatin remodeling (GO:0043044)	0.0	0.0	0.0	0.0	0.0	0.0	-5.5223241139	-12.37877972	-8.69498765932	-8.69766923246	-8.84751975885	-5.24288866971
protein catabolic process (GO:0030163)	0.0	0.00323380863654	0.283817810118	0.0828108863286	1.44408209559	0.995383169897	-4.1868483171	-12.640395374	-18.2193741729	-2.49899937658	-5.77085203356	-7.37351873664
negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle (GO:0051436)	0.0	0.0	0.0	0.0	0.0	0.0	-2.20107295395	-10.6966703061	-14.4606308856	-2.1233711794	-4.4985087453	-1.87353548677
negative regulation of ubiquitin-protein transferase activity (GO:0051444)	0.0	0.0	0.0	0.0	0.0	0.0	-1.92442902719	-9.95948766331	-13.559441509	-1.84610419343	-4.04544133226	-1.56911749174
negative regulation of ligase activity (GO:0051352)	0.0	0.0	0.0	0.0	0.0	0.0	-1.91923586047	-9.97751151609	-13.5825682267	-1.84145546172	-4.03755361001	-1.55402593226
DNA biosynthetic process (GO:0071897)	0.0	0.0	0.0	0.0	0.0	0.0	-17.5598346949	-9.20880789809	-22.0921476402	-17.3485572956	-9.33845680185	-12.8545657421
G1/S transition of mitotic cell cycle (GO:0000082)	0.0	0.0	0.0	0.0	0.0	0.0	-57.7108157146	-62.1596841439	-62.404452288	-71.5645554447	-57.3840820222	-42.5757387489
negative regulation of cell cycle process (GO:0010948)	0.0885997428785	0.394240906717	0.0	0.0	0.0	0.0	-41.0351444469	-57.1290509031	-66.4614708286	-44.0829464651	-40.4489479033	-39.4997180701
cell cycle G1/S phase transition (GO:0044843)	0.0	0.0	0.0	0.0	0.0	0.0	-57.7687893798	-62.2218078182	-62.4668205887	-71.6359872176	-57.4415798239	-42.5203379167
ubiquitin-dependent protein catabolic process (GO:0006511)	0.0	0.0	0.0	0.0	0.835002738496	0.0	-2.93755302362	-9.84991070806	-9.85913117491	-2.71925099923	-5.77835413734	-2.53354370515
telomere maintenance via semi-conservative replication (GO:0032201)	0.0	0.0	0.0	0.0	0.0	0.0	-47.1550924664	-25.4741395641	-39.8853448352	-47.0561890043	-39.8451940178	-25.3693233815
mitotic metaphase plate congression (GO:0007080)	0.0	0.0	0.0	0.0	0.0	0.0	-6.27810980839	-0.147774764146	-0.0	-0.0	-8.91629602705	-0.891886248695
telomere maintenance via recombination (GO:0000722)	0.0	0.0	0.0	0.0	0.0	0.0	-44.2070389478	-23.6906961938	-37.2288939483	-43.9830851138	-37.1633104354	-23.3528745172
telomere maintenance via telomere lengthening (GO:0010833)	0.0	0.0	0.0	0.0	0.0	0.0	-35.4835079014	-18.3306791296	-29.569834141	-35.1960188537	-29.4886494024	-18.0672421596
DNA strand elongation (GO:0022616)	0.0	0.0	0.0	0.0	0.0	0.0	-78.056979917	-50.1548450954	-70.6848373994	-84.5445853858	-63.4851157401	-42.7479295789
DNA strand elongation involved in DNA replication (GO:0006271)	0.0	0.0	0.0	0.0	0.0	0.0	-81.703227774	-52.6810700511	-74.0023691697	-88.3359240913	-66.5571434009	-44.9746473069
positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle (GO:0051437)	0.0	0.0	0.0	0.0	0.0	0.0	-6.87659744828	-17.6399387404	-21.8199229858	-4.04774654602	-10.0673870464	-3.80863952062
regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle (GO:0051439)	0.0	0.0	0.0	0.0	0.0	0.0	-9.29176133427	-20.4562124404	-24.6853987397	-6.13540425117	-12.640393212	-5.89189822707
cell cycle phase transition (GO:0044770)	0.0	0.0	0.0	0.0	0.0	0.0	-81.0406182822	-93.2679700757	-88.7882775949	-97.4404797498	-79.2980549348	-64.7258002943
proteasomal protein catabolic process (GO:0010498)	0.0	0.0	0.0	0.0	0.0	0.0	-6.67071555249	-14.1148694146	-17.0654918447	-2.85391562529	-6.52773180664	-6.17101122786
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	0.0	0.0	0.0	0.0	0.0	0.0	-7.09298113391	-14.7978643173	-17.8085731788	-3.11155169007	-6.94582997109	-6.59577881275
DNA conformation change (GO:0071103)	0.0	0.0	0.0	0.0	0.0	0.0	-33.9782551756	-43.3241690449	-25.2369504861	-33.4686114568	-38.1012213541	-32.9830127359
positive regulation of ligase activity (GO:0051351)	0.0	0.0	0.0	0.0	0.0	0.0	-8.08924894043	-14.8094997204	-22.6545514216	-2.89074277427	-8.01983751068	-2.68655765979
positive regulation of ubiquitin-protein transferase activity (GO:0051443)	0.0	0.0	0.0	0.0	0.0	0.0	-8.66487363638	-15.6154831135	-23.7222228241	-3.18121268604	-8.569605935	-2.9734884295
regulation of ligase activity (GO:0051340)	0.0	0.0	0.0	0.0	0.0	0.0	-9.5266757249	-16.1842205957	-23.8792070226	-4.06651857772	-9.39126422838	-3.88098401709
regulation of ubiquitin-protein transferase activity (GO:0051438)	0.0	0.0	0.0	0.0	0.0	0.0	-10.0804001824	-16.9604491922	-24.8690503776	-4.39523439767	-9.95523636444	-4.19765203508
modification-dependent macromolecule catabolic process (GO:0043632)	0.0	0.0	0.0	0.0	0.7437787014	0.0	-5.43474037697	-11.359557833	-11.4043582896	-3.65860605684	-7.0488183377	-3.45197309283
telomere organization (GO:0032200)	0.0	0.0	0.0	0.0	0.0	0.0	-31.6553755303	-14.3968031271	-27.0213333226	-26.7427014659	-22.5019189223	-17.8684540675
DNA repair (GO:0006281)	0.0	0.0	0.863522595087	0.0	0.0	0.0	-51.3518676909	-44.1072318177	-44.2097671946	-50.4749503078	-50.7455514111	-39.0196367231
telomere maintenance (GO:0000723)	0.0	0.0	0.0	0.0	0.0	0.0	-31.7848382179	-14.508681555	-27.1073538477	-26.7938531231	-22.612362504	-17.976530577
cell cycle G2/M phase transition (GO:0044839)	0.0	0.0	0.0	0.0	0.0	0.0	-21.7045881995	-25.2331397389	-29.1375455709	-24.9393415101	-17.9851328112	-14.2993825008
DNA unwinding involved in DNA replication (GO:0006268)	0.0	0.0	0.0	0.0	0.0	0.0	-3.05872562292	-2.26251827089	-0.0	-5.52118919707	-0.0	-0.0
G2/M transition of mitotic cell cycle (GO:0000086)	0.0	0.0	0.0	0.0	0.0	0.0	-21.7312851632	-25.2021816567	-29.1020497919	-24.9086346198	-17.9626401761	-14.2810556156
positive regulation of cytokinesis (GO:0032467)	0.0	0.0	0.0	0.0	0.0	0.0	-11.5830843838	-6.44374912613	-6.26587221716	-6.80805211392	-6.91621014862	-11.6112736266
mitotic cell cycle phase transition (GO:0044772)	0.0	0.0	0.0	0.0	0.0	0.0	-81.5168972132	-89.9377794457	-85.4833062244	-94.0867672199	-75.8482267946	-61.3305438274
nucleotide-excision repair, DNA gap filling (GO:0006297)	0.0	0.0	0.0	0.0	0.0	0.0	-32.061868905	-11.5421576976	-18.2262570502	-25.0928232586	-25.2970954666	-12.1762122138
postreplication repair (GO:0006301)	0.0	0.0	0.0	0.0	0.0	0.0	-6.87599747158	-2.55883469083	-12.4165755105	-2.93800880236	-0.0	-2.09132986021
regulation of chromosome organization (GO:0033044)	0.0	5.42936751494	0.902026913969	4.60941126824	1.80871245095	2.21201332946	-12.733807395	-9.85582831075	-15.8301709092	-4.77186368416	-12.5003395548	-6.79131090328
negative regulation of mitosis (GO:0045839)	0.0	0.0	0.0	0.0	0.0	0.0	-11.6489066467	-16.3512473265	-11.6058992481	-16.2322599198	-7.6755009143	-7.29372158108
negative regulation of mitotic cell cycle (GO:0045930)	1.63764573793	0.88361658891	0.0	0.0	0.0	0.0	-37.8701237369	-50.0903052551	-50.1619383535	-37.1880251065	-33.5384579045	-32.8544157663
positive regulation of cell cycle process (GO:0090068)	0.0	0.0	0.133554811282	0.0	0.974706837775	0.0	-24.1059789957	-20.6935288428	-31.4365632017	-11.2462944226	-17.2001375469	-19.7487959206
positive regulation of cell cycle (GO:0045787)	0.0	0.0	0.0	0.0	0.33589622691	0.0	-31.820046059	-28.1168723709	-39.3579777577	-15.0715552982	-24.4954691493	-26.8726772291
negative regulation of nuclear division (GO:0051784)	0.0	0.0	0.0	0.0	0.0	0.0	-13.1971286545	-17.4800390195	-13.1429382869	-17.2879666245	-5.91662710511	-8.96634373116
regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083)	0.0	0.0	0.0	0.0	0.0	0.0	-11.6576005762	-6.3309644008	-6.31430227174	-11.9124941897	-6.94656519322	-2.13399753398
negative regulation of organelle organization (GO:0010639)	0.0	0.702048653124	0.0	0.0	0.027056096377	1.38446871338	-18.7402061084	-21.9149751396	-28.9165368147	-9.90995681486	-7.67502790259	-14.8942685927
mitotic cell cycle (GO:0000278)	0.0	0.0	0.0	0.0	0.0	0.0	-189.34677354	-183.767753645	-179.320493263	-182.354322324	-189.222472586	-144.159294005
regulation of cell cycle phase transition (GO:1901987)	1.73780285335	0.97281478478	0.0	0.107893843603	1.00660716315	0.158037267158	-47.1180095895	-55.051797036	-51.1514213425	-42.3481289903	-46.592044705	-45.3435504426
positive regulation of chromosome segregation (GO:0051984)	0.0	0.0	0.0	0.0	0.0	0.0	-16.7118440595	-16.0762570848	-16.2701846509	-8.98270483133	-18.3610888514	-9.05111219603
negative regulation of cell cycle phase transition (GO:1901988)	0.994035380512	1.08836759888	0.0	0.0	0.0	0.272469187018	-40.648882165	-49.0146110261	-48.997526469	-35.93279254	-36.1136126643	-35.2825177065
pyrimidine-containing compound biosynthetic process (GO:0072528)	0.0	0.0	0.0	0.0	0.0	0.0	-8.110575389	-8.07665396853	-1.2954311601	-4.51891253977	-4.56594237446	-7.93679611902
mitotic recombination (GO:0006312)	0.0	0.0	0.0	0.0	0.0	0.0	-46.4354492451	-26.9965241264	-33.2273157085	-39.3829140224	-33.1388880134	-20.5753634617
DNA recombination (GO:0006310)	0.0	0.0	0.0	0.0	0.0	0.0	-33.2441568867	-25.6981409267	-29.4588437113	-28.8582964589	-29.152798971	-21.3303404732
DNA packaging (GO:0006323)	0.0	0.0	0.0	0.0	0.0	0.0	-19.3731134076	-24.9978666333	-9.00256346104	-13.8902995425	-19.3463500407	-13.674500049
mitotic cytokinesis (GO:0000281)	0.0	0.0	0.0	0.0	0.0	0.0	-7.40993962489	-7.36835463868	-2.47557776756	-3.31337902393	-3.11858543958	-7.8465816592
regulation of microtubule cytoskeleton organization (GO:0070507)	0.0	0.0	0.177503569984	0.0	1.09014280506	1.13362515419	-7.51141282072	-13.9938552051	-13.9581750825	-1.01233844524	-1.04996216362	-2.33626165561
regulation of microtubule-based process (GO:0032886)	0.0	0.745431482938	0.819381897495	0.722777732815	1.40807883497	1.59514130229	-8.0724346334	-14.1517089386	-14.1401170617	-1.59301739647	-1.65734577726	-3.05148503494
cellular protein complex assembly (GO:0043623)	1.97414123525	0.0	0.0	0.0	0.0	0.0	-11.3966126312	-6.75243810328	-4.78534529416	-3.00020941544	-1.81210106667	-10.741671629
cytokinesis (GO:0000910)	0.0	0.0	0.0	0.0	0.0	0.0	-20.0301712567	-16.074160071	-12.3409884138	-12.2058039472	-9.00445813255	-19.3496985529
establishment of chromosome localization (GO:0051303)	0.0	0.0	0.0	0.0	0.0	0.0	-24.3140510396	-11.3362722793	-11.4002662886	-6.8464183597	-18.2400716647	-11.7712007464
metaphase plate congression (GO:0051310)	0.0	0.0	0.0	0.0	0.0	0.0	-14.5679125721	-2.05042946884	-1.65356758632	-0.0	-8.82682409391	-1.74000714173
anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031145)	0.0	0.0	0.0	0.0	0.0	0.0	-20.1001910439	-24.2394057085	-24.299872503	-5.89318432731	-15.9941102622	-8.60182580881
negative regulation of cellular component organization (GO:0051129)	0.0	3.13076842714	0.0	0.597578287041	0.22788855141	1.70916193998	-14.3494416616	-12.0993544914	-16.805792295	-4.50423690155	-2.28090652484	-9.28499568001
negative regulation of mitotic metaphase/anaphase transition (GO:0045841)	0.0	0.0	0.0	0.0	0.0	0.0	-14.7535842427	-14.8384926785	-9.54436617662	-14.9219569677	-10.015322683	-9.51562321072
base-excision repair (GO:0006284)	0.0	0.0	0.0	0.0	0.0	0.0	-28.0554740516	-12.2535629185	-17.2460909696	-17.1225636613	-17.2840029357	-7.78788234909
negative regulation of sister chromatid segregation (GO:0033046)	0.0	0.0	0.0	0.0	0.0	0.0	-14.7097568911	-14.6787204521	-9.59687934832	-14.8065837917	-9.98519693135	-9.53817879053
negative regulation of metaphase/anaphase transition of cell cycle (GO:1902100)	0.0	0.0	0.0	0.0	0.0	0.0	-14.2359843533	-14.1095611474	-9.24383507511	-14.2910641387	-9.65153010534	-9.20363242342
negative regulation of mitotic sister chromatid separation (GO:2000816)	0.0	0.0	0.0	0.0	0.0	0.0	-14.8347334204	-14.8040830392	-9.57562705242	-14.8891746321	-10.0446776331	-9.59683822468
negative regulation of mitotic sister chromatid segregation (GO:0033048)	0.0	0.0	0.0	0.0	0.0	0.0	-14.8799540493	-14.7334832098	-9.52324584719	-14.8594029212	-10.0756563075	-9.57488619436
negative regulation of chromosome organization (GO:2001251)	0.0	0.0	0.0	0.0	0.0	0.0	-16.7451532494	-12.8650124553	-16.7586414931	-9.25311998155	-12.8266336552	-9.007208829
negative regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032435)	0.0	0.0	0.0	0.0	0.0	0.0	-10.1896613153	-10.1523803026	-6.31378616808	-10.1212132111	-6.53674293836	-6.13556711421
negative regulation of proteasomal protein catabolic process (GO:1901799)	0.0	0.0	0.0	0.0	0.0	0.0	-9.49431297193	-9.45102041555	-5.83681081149	-9.42132648604	-6.049193788	-5.62231492691
negative regulation of cellular protein catabolic process (GO:1903363)	0.0	0.0	0.0	0.0	0.0	0.0	-8.01318257724	-8.00694395878	-4.84675598078	-7.94930134092	-4.9698995976	-4.59430787659
negative regulation of mitotic cell cycle phase transition (GO:1901991)	1.15393840999	1.25673904339	0.0	0.0	0.0	0.525430884121	-42.2257482955	-46.4842977416	-46.5874621238	-33.481892171	-33.6225103719	-32.9673275976
negative regulation of proteolysis involved in cellular protein catabolic process (GO:1903051)	0.0	0.0	0.0	0.0	0.0	0.0	-8.43645877997	-8.3991314324	-5.11589552392	-8.34745284453	-5.25213876199	-4.86057598636
regulation of sister chromatid segregation (GO:0033045)	0.0	0.0	0.0	0.0	0.0	0.0	-22.320337912	-22.3994243758	-17.0857131076	-22.1992157844	-17.2598594074	-16.7530015375
negative regulation of chromosome segregation (GO:0051985)	0.0	0.0	0.0	0.0	0.0	0.0	-20.0273466145	-19.9635368247	-14.3424013471	-19.842282581	-14.6129410728	-14.147656405
regulation of nuclear division (GO:0051783)	0.0	0.0	0.0	0.0	0.0	0.0	-26.8669983816	-26.6398682825	-23.05574652	-26.3527472072	-12.4304956713	-15.151551012
positive regulation of cell division (GO:0051781)	0.0	0.0	0.0	0.0	0.0	0.0	-17.9268887726	-11.2042487386	-11.1795991748	-10.9538428392	-11.0469089034	-13.8107376931
regulation of mitotic sister chromatid separation (GO:0010965)	0.0	0.0	0.0	0.0	0.0	0.0	-22.3623279535	-22.3519605551	-17.0472714925	-22.109309919	-17.2227238605	-16.7168772876
regulation of mitotic sister chromatid segregation (GO:0033047)	0.0	0.0	0.0	0.0	0.0	0.0	-22.4226772119	-22.4565446694	-17.1667963222	-22.1681311318	-17.1996881563	-16.7961574878
regulation of mitotic metaphase/anaphase transition (GO:0030071)	0.0	0.0	0.0	0.0	0.0	0.0	-26.7353904054	-26.7678205584	-21.3624516702	-26.4540977821	-21.3565370054	-20.8698147673
regulation of metaphase/anaphase transition of cell cycle (GO:1902099)	0.0	0.0	0.0	0.0	0.0	0.0	-25.7992628551	-25.7983065182	-20.5929358003	-25.5110771566	-20.5847167767	-20.1384208469
regulation of attachment of spindle microtubules to kinetochore (GO:0051988)	0.0	0.0	0.0	0.0	0.0	0.0	-6.29091518509	-16.0653698369	-0.0	-0.0	-1.6052098899	-0.0
regulation of mitosis (GO:0007088)	0.0	0.0	0.0	0.0	0.0	0.0	-27.1906846716	-27.0083738184	-23.1581344826	-26.7018102282	-15.4401316503	-14.9630270386
regulation of mitotic cell cycle phase transition (GO:1901990)	2.05394079142	1.13635030021	0.0	0.44121403059	1.09170312571	0.461460256949	-49.506781777	-53.5838553023	-49.8016785838	-40.6701191814	-44.9432410538	-44.0264570042
regulation of cell division (GO:0051302)	0.0	0.0	0.0	0.0	0.0	0.0	-36.2647233058	-32.0917767272	-28.7857369729	-31.7333405266	-18.4073172956	-27.488357888
chromosome condensation (GO:0030261)	0.0	0.0	0.0	0.0	0.0	0.0	-21.4388542274	-21.4787379421	-5.41329906154	-10.4493862603	-15.9258797218	-10.3016660641
regulation of mitotic cell cycle (GO:0007346)	2.22665570118	0.00658908398786	0.0	0.841441501738	0.435568806998	0.0	-60.944564064	-64.822494377	-60.9875165602	-56.0503353648	-48.6124234506	-46.9702345485
positive regulation of mitotic cell cycle (GO:0045931)	0.0	0.0	0.0	0.0	0.0	0.0	-29.1774200198	-24.8666532536	-20.8682594426	-20.4590335199	-24.7228892281	-23.9729577847
cell cycle checkpoint (GO:0000075)	0.0	0.966219744007	0.0	1.83612837951	0.0	0.0	-62.5422024054	-48.530961736	-52.989648341	-52.3681719038	-47.9063844146	-46.6533811819
