	1_up_0.04	1_up_0.12	1_up_0.37	1_up_01.11	1_up_03.33	1_up_10.0	2_down_0.04	2_down_0.12	2_down_0.37	2_down_01.11	2_down_03.33	2_down_10.0
regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle (GO:0051439)	0.0	0.0	0.0	0.0	0.0	0.0	-0.594893940345	-7.17806876167	-10.6111845774	-12.9029713043	-16.6487007056	-20.2009844804
negative regulation of proteasomal protein catabolic process (GO:1901799)	0.0	0.0	0.0	0.0	0.0	0.0	-1.19857853189	-3.82235302683	-6.98206576238	-18.0239169068	-17.9410865279	-17.411084021
mitotic cell cycle checkpoint (GO:0007093)	0.0	0.0	0.0	0.0	0.0	0.0	-2.16881241847	-10.8847726011	-35.1910381235	-42.5947336299	-58.2571460787	-46.6533251803
negative regulation of proteolysis involved in cellular protein catabolic process (GO:1903051)	0.0	0.0	0.0	0.0	0.0	0.0	-0.947639983881	-3.25439727358	-6.1658695099	-16.3497176542	-16.1656416225	-15.7513359062
mitotic spindle organization (GO:0007052)	0.0	0.0	0.0	0.0	0.0	0.0	-0.503624272296	-0.0	-11.8380997755	-21.0476075125	-20.4732957527	-20.1439470387
negative regulation of cellular protein catabolic process (GO:1903363)	0.0	0.0	0.0	0.0	0.0	0.0	-0.846418317257	-3.04749855541	-5.87382523781	-15.7755777416	-15.6112484413	-15.146822097
microtubule cytoskeleton organization (GO:0000226)	0.0	0.0	0.0	0.0	0.0	0.0	-2.0398733763	-10.9906419047	-27.1359239042	-51.771169786	-66.4409623071	-50.6727615829
mitotic spindle checkpoint (GO:0071174)	0.0	0.0	0.0	0.0	0.0	0.0	-0.404050389691	-10.2731075684	-15.0871292043	-24.0192639643	-23.8649465673	-23.4820313234
establishment of chromosome localization (GO:0051303)	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-8.41167529116	-19.346007334	-23.2156646351	-37.2481737674	-29.7554328269
negative regulation of cell cycle process (GO:0010948)	0.0	0.0	0.0	0.0	0.0	0.0	-10.6801486309	-12.9183059209	-29.3351648223	-46.1685285801	-69.2567118459	-57.6407992331
G2/M transition of mitotic cell cycle (GO:0000086)	0.0	0.265347523367	0.0	0.0	0.0	0.0	-11.1232994511	-16.2239632723	-20.4650100694	-38.1151098698	-47.5420708326	-41.5833279927
microtubule-based process (GO:0007017)	0.478096419709	0.0	0.0	0.0	0.0	0.0	-1.44850866811	-9.53969868237	-25.2719268281	-55.1957544501	-85.7183791456	-69.3812773642
cell cycle G2/M phase transition (GO:0044839)	0.0	0.263564774365	0.0	0.0	0.0	0.0	-11.1103270115	-16.204574005	-20.4397081217	-38.1618191261	-47.6008198444	-41.6345911274
chromosome organization (GO:0051276)	0.0	0.0	0.0	0.0	0.0	0.0	-20.6111595784	-26.2408909207	-78.2042332161	-121.759992036	-189.606141415	-153.917492501
negative regulation of mitotic cell cycle (GO:0045930)	0.0	0.0	0.0	0.0	0.0	0.0	-6.06630780656	-10.0180549822	-29.5121300085	-34.9219748257	-52.3267164855	-41.8802423446
chromosome segregation (GO:0007059)	0.0	0.0	0.0	0.0	0.0	0.0	-0.432307840872	-0.0	-43.0755306242	-56.0513237773	-102.721540102	-88.4808658005
spindle checkpoint (GO:0031577)	0.0	0.0	0.0	0.0	0.0	0.0	-0.289800611732	-13.2662333879	-23.5054102836	-32.7926119943	-32.8060232826	-32.0305175876
DNA conformation change (GO:0071103)	0.0	0.0	0.0	0.0	0.0	0.0	-6.91418746713	-14.8716809896	-23.322914361	-30.0487297591	-49.7240847335	-43.3357122863
protein catabolic process (GO:0030163)	0.0	0.0	0.0	0.0	0.0	0.0	-1.55367033567	-7.21162519443	-7.4739790347	-18.7299516533	-19.0745477856	-17.9827905906
spindle organization (GO:0007051)	0.0	0.0	0.0	0.0	0.0	0.0	-1.78102977553	-0.738177860871	-14.8777034843	-40.4217555585	-40.741151446	-34.6546985623
meiotic cell cycle process (GO:1903046)	0.0	0.0	0.0	0.0	0.0	0.0	-1.34752801505	-0.408459188799	-3.78929217969	-11.5736242254	-11.646761185	-11.1958944465
microtubule-based movement (GO:0007018)	0.0	1.16944753485	0.0	1.29219759282	0.0	0.0	-0.0	-0.0	-5.15255196552	-11.2110850119	-17.4252549347	-23.2673681747
cell division (GO:0051301)	0.0	0.0	0.0	0.0	0.0	0.476638800815	-0.0	-0.69492706048	-5.887016495	-10.0773617103	-20.0923203707	-15.812575882
regulation of chromosome organization (GO:0033044)	0.0	0.0	0.227932566565	0.0	0.0	0.780195681825	-0.78793679364	-8.42341302047	-18.1104106684	-27.1018263952	-27.5951105908	-22.6124257015
regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083)	0.0	0.0	0.0	0.0	0.0	0.0	-3.24658369685	-0.390207645324	-7.70021233628	-23.4594414848	-22.7337426985	-29.9495681519
antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)	0.903287766937	0.0145791703952	0.0	1.27885067897	0.0	0.0	-0.0	-0.0	-1.73162641225	-5.34456026589	-8.23944588637	-10.9249133989
antigen processing and presentation of peptide antigen via MHC class II (GO:0002495)	0.888165690369	0.0	0.0	1.24640025779	0.0	0.0	-0.0	-0.0	-1.68602170751	-5.24232341912	-8.10536682874	-10.7380394053
nucleosome organization (GO:0034728)	0.0	0.0	0.0	0.0	0.0	0.0	-0.700692409327	-2.27337693531	-16.0328403794	-25.6195591388	-21.9305706692	-21.1490658542
antigen processing and presentation of peptide or polysaccharide antigen via MHC class II (GO:0002504)	0.898592098577	0.0	0.0	1.21336782213	0.0	0.0	-0.0	-0.0	-1.64571230827	-5.16324776699	-7.99741052392	-10.6749900098
establishment of organelle localization (GO:0051656)	0.0	0.0	1.31027549704	0.0	0.0	0.0	-0.0	-2.18653010677	-8.54885291379	-12.7055815789	-22.8653776189	-15.2117089057
histone exchange (GO:0043486)	0.0	0.0	0.0	0.0	0.0	0.0	-0.464034458635	-0.0	-2.82652949744	-14.5348846323	-13.7753283464	-13.4896672349
negative regulation of cell cycle (GO:0045786)	0.0	0.11040652421	0.0	0.0	0.0	0.0	-8.15808537628	-8.07473850031	-20.4716728303	-49.6850346177	-71.0430422801	-51.9446745571
positive regulation of mitotic cell cycle phase transition (GO:1901992)	0.0	0.0	0.0	0.0	0.0	0.0	-0.413549256797	-2.36978895637	-5.65924561903	-8.53196660417	-12.6506996799	-8.16842938005
positive regulation of cell cycle phase transition (GO:1901989)	0.0	0.0	0.0	0.0	0.0	0.0	-0.304274513365	-2.13258595176	-5.18719223834	-7.85753525524	-11.8457294743	-7.61256450103
regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434)	0.0	0.0	0.0	0.0	0.0	0.0	-3.17998857367	-4.56721882518	-10.3757640489	-31.8860324667	-27.9203043582	-26.8950996171
chromosome condensation (GO:0030261)	0.0	0.0	0.0	0.0	0.0	0.0	-2.67743964302	-12.0665811307	-23.2384892695	-20.9752326576	-26.9331230877	-26.5334971102
cell cycle phase transition (GO:0044770)	0.0	0.0	0.0	0.0	0.0	0.0	-40.2430371878	-34.5905009165	-51.4073397857	-92.15282174	-135.535088647	-146.85367592
positive regulation of mitotic cell cycle (GO:0045931)	0.0	0.947724396114	0.0	0.0	0.0	1.04971544693	-2.23104085636	-18.1777476285	-18.9928923651	-25.4316739245	-30.1693839681	-29.1368022319
negative regulation of protein catabolic process (GO:0042177)	0.0	0.0	0.0	0.0	0.0	0.0	-0.351975773294	-3.52923361088	-3.63376248341	-11.2986279734	-14.9812209124	-10.9565311459
mitotic cell cycle (GO:0000278)	0.0	0.976468811175	0.0	0.0	0.0	0.0	-73.8255391708	-74.0687304897	-116.852914825	-215.606118915	-370.420612828	-352.856289714
DNA recombination (GO:0006310)	0.0	0.0	0.0	0.0	0.0	0.0	-9.59427510061	-27.4116163394	-36.4973173952	-42.2527966001	-80.5058465376	-68.0632303523
regulation of proteasomal protein catabolic process (GO:0061136)	0.0	0.0	0.0	0.0	0.0	0.0	-2.49207955466	-5.82138936356	-8.69304189172	-28.4112241711	-24.6941396301	-23.7521114347
DNA repair (GO:0006281)	0.0	0.0	0.0	0.0	0.0	0.0	-13.5793983921	-27.236189072	-69.1624507549	-56.6692342068	-117.137408437	-112.646668456
positive regulation of cell cycle (GO:0045787)	0.858666871575	1.37979863181	0.0	0.809158787761	0.0	2.64738746803	-2.40539321563	-20.3980199158	-15.221123155	-29.1708702659	-37.3747307074	-43.4005376628
cell cycle checkpoint (GO:0000075)	0.0	0.0	0.0	0.0	0.0	0.0	-9.92451073228	-12.0001305681	-56.472766121	-54.0951000774	-91.1595000708	-67.8158725301
G2 DNA damage checkpoint (GO:0031572)	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.34249268775	-6.02352006716	-5.01465391528	-13.1641336347	-12.9535971178
mitotic cell cycle phase transition (GO:0044772)	0.0	0.0	0.0	0.0	0.0	0.0	-40.3167507949	-34.8003760178	-51.5915888955	-88.2444016051	-136.061299759	-147.296536404
DNA strand elongation involved in DNA replication (GO:0006271)	0.0	0.0	0.0	0.0	0.0	0.0	-25.7223363926	-39.3621451482	-48.5012985425	-67.5921189563	-123.354951976	-121.509674213
mitotic recombination (GO:0006312)	0.0	0.0	0.0	0.0	0.0	0.0	-10.1380493051	-34.4300307302	-48.890958463	-46.9116293125	-91.5192659346	-82.3037443428
DNA strand elongation (GO:0022616)	0.0	0.0	0.0	0.0	0.0	0.0	-24.4608575288	-37.7123009923	-46.1426276583	-64.4638564164	-118.121459379	-115.851630321
regulation of DNA metabolic process (GO:0051052)	0.0	0.0	0.0	0.067346291098	0.0	0.911975928983	-2.59498878199	-3.76840678272	-10.2020324586	-22.6434045626	-33.753769811	-21.8257010136
nucleotide-excision repair (GO:0006289)	0.65817963032	0.0	0.0	0.0	0.0	0.0	-6.37340410647	-18.3244387257	-23.5018242954	-21.708567396	-36.1329596362	-40.0716089306
regulation of ligase activity (GO:0051340)	0.0	0.0	0.0	0.0	0.0	0.0	-0.888239119437	-10.599565393	-10.9770771292	-12.9683634379	-16.6041761721	-19.6999291344
regulation of ubiquitin-protein transferase activity (GO:0051438)	0.0	0.0	0.0	0.0	0.0	0.0	-1.02924073735	-11.1530394284	-11.5293229311	-13.6434351761	-17.3682739586	-20.6126689011
regulation of proteolysis involved in cellular protein catabolic process (GO:1903050)	0.0	0.0	0.0	0.0	2.13914652837	0.0	-2.15021193682	-7.38825085441	-7.64735835684	-26.212445765	-22.6730210414	-21.7251093698
regulation of cellular protein catabolic process (GO:1903362)	0.0	0.0	0.0	0.0	1.88097339888	0.0	-1.99124892368	-6.96764736199	-7.19611395647	-25.2461501063	-21.7999987927	-20.8349897263
positive regulation of cell cycle process (GO:0090068)	0.0	2.21451763306	0.0	0.0	0.0	1.7583086443	-2.63219154716	-10.394659487	-8.25814573482	-17.9837520361	-32.8975348795	-35.2972562152
protein-DNA complex assembly (GO:0065004)	0.0	0.0	0.0	0.0	0.0	0.0	-1.8408155915	-9.79866475403	-13.3779149695	-31.0373394008	-27.1881667558	-22.2309833111
modification-dependent macromolecule catabolic process (GO:0043632)	0.0	0.0	0.0	0.0	0.0	0.0	-0.048643874308	-6.87720954982	-3.7705830087	-9.62294395898	-14.6590025467	-13.5709714018
telomere maintenance via semi-conservative replication (GO:0032201)	0.0	0.0	0.0	0.0	0.0	0.0	-13.3446442737	-40.5642987879	-50.0669695817	-47.5006725191	-96.7075469946	-86.6346181721
telomere maintenance via recombination (GO:0000722)	0.0	0.0	0.0	0.0	0.0	0.0	-11.9752900644	-38.2480428571	-46.9449121589	-44.3420513113	-91.6036241445	-81.9986448498
telomere maintenance (GO:0000723)	0.0	0.0	0.0	0.684840276201	0.0	0.0	-7.10304816952	-19.544061412	-24.5224112372	-27.4701253587	-63.9390926639	-56.9964128585
DNA replication (GO:0006260)	0.0	0.0	0.0	0.0	0.0	0.0	-12.6814909387	-37.2523621658	-45.5007575446	-60.4285579046	-146.294540277	-143.044901303
telomere organization (GO:0032200)	0.0	0.0	0.0	0.662100917545	0.0	0.0	-7.04919798496	-19.4953629248	-24.4177625608	-27.3299743455	-63.7621217449	-56.8470692025
telomere maintenance via telomere lengthening (GO:0010833)	0.0	0.0	0.0	0.0	0.0	0.0	-8.59212098886	-30.7533022048	-37.7796272446	-35.6558677038	-76.1992840737	-67.7947327382
positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle (GO:0051437)	0.0	0.0	0.0	0.0	0.0	0.0	-0.626250413258	-7.83981900598	-8.0036655556	-10.1974787444	-10.1358691047	-13.3236256538
ubiquitin-dependent protein catabolic process (GO:0006511)	0.0	0.0	0.0	0.0	0.0	0.0	-0.154857145762	-5.57934730206	-2.72396839603	-8.16770901916	-15.5012892804	-14.3915461944
negative regulation of cellular catabolic process (GO:0031330)	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-1.55729145506	-3.29094787715	-9.46157969039	-12.6377879169	-6.64193178467
positive regulation of cytokinesis (GO:0032467)	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-3.54993332795	-0.434625662149	-11.3921230907	-10.6670226644	-16.2230789954
modification-dependent protein catabolic process (GO:0019941)	0.0	0.0	0.0	0.0	0.0	0.0	-0.0692411461109	-7.03733212905	-3.85455755635	-7.74253834148	-14.8866544263	-13.804950061
response to UV (GO:0009411)	0.0	0.0	0.0	0.0	0.0	0.0	-0.737215855219	-0.978879296743	-4.57605962216	-8.80892206523	-11.9808502794	-5.98571341639
regulation of microtubule-based process (GO:0032886)	0.0	0.0	0.0	0.0	0.0	0.0	-1.55683569803	-18.7556186001	-9.4523451408	-25.7195324047	-48.6794153202	-37.8347248495
spindle assembly (GO:0051225)	0.0	0.0	0.0	0.0	0.0	0.0	-1.93023803181	-0.246805968872	-9.48815583415	-12.639851518	-22.5924434181	-11.8054742341
metaphase plate congression (GO:0051310)	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-10.6840035549	-9.61963684694	-12.9796086144	-26.8652648596	-18.6500323146
proteolysis involved in cellular protein catabolic process (GO:0051603)	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-6.00648280169	-3.12434544971	-6.58045184104	-13.1906849502	-12.1817703083
G1/S transition of mitotic cell cycle (GO:0000082)	0.0	0.0	0.0	0.0	0.0	0.0	-27.0911777	-15.2283534523	-26.3925338639	-49.5742471986	-85.5301278319	-109.981694841
cell cycle G1/S phase transition (GO:0044843)	0.0	0.0	0.0	0.0	0.0	0.0	-27.1180811166	-15.2078450975	-26.4197076869	-49.5091916223	-85.418244517	-109.838883837
ribonucleoside monophosphate metabolic process (GO:0009161)	0.0	0.0	0.0	0.0	0.0	0.0	-0.141597983882	-0.7592669091	-20.7998802752	-10.9650868129	-24.0673656548	-22.5131215383
regulation of microtubule cytoskeleton organization (GO:0070507)	0.0	0.0	0.0	0.0	0.0	0.0	-2.38498710151	-18.8392651904	-8.78251079497	-26.3461946816	-51.003333634	-39.4972986428
negative regulation of cytoskeleton organization (GO:0051494)	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.238661924919	-0.343289495045	-2.76750620936	-7.81736669554	-10.4498911422
ATP-dependent chromatin remodeling (GO:0043044)	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-1.36541218401	-12.5043329074	-8.55751466719	-8.34283198103
ATP catabolic process (GO:0006200)	0.331579451745	0.0	0.0	0.0	0.0	0.0	-0.373738673009	-1.04678770171	-27.6793398209	-13.8534862202	-32.2973569309	-30.5679814444
recombinational repair (GO:0000725)	0.0	0.0	0.0	0.0	0.0	0.0	-4.89919188471	-3.26196739976	-9.61205563525	-8.47602130711	-20.7359080452	-15.675758561
double-strand break repair via homologous recombination (GO:0000724)	0.0	0.0	0.0	0.0	0.0	0.0	-4.95686103417	-3.25223908969	-9.65917056025	-8.48638545707	-20.7609091259	-15.6754096357
purine ribonucleoside monophosphate catabolic process (GO:0009169)	0.312580388347	0.0	0.0	0.0	0.0	0.0	-0.786652100057	-0.971218933872	-27.221525131	-13.488248395	-31.6858315871	-29.9985892917
ribonucleoside monophosphate catabolic process (GO:0009158)	0.311301726276	0.0	0.0	0.0	0.0	0.0	-0.787954810979	-0.969329665858	-27.2510894842	-13.5046667937	-31.7216383147	-29.9641911208
purine nucleoside monophosphate catabolic process (GO:0009128)	0.27531364426	0.0	0.0	0.0	0.0	0.0	-0.786773625547	-0.958505031371	-27.2130859589	-13.4546130685	-31.6414600854	-29.9253677958
nucleoside monophosphate catabolic process (GO:0009125)	0.272160439041	0.0	0.0	0.0	0.0	0.0	-0.785377341614	-0.942910582256	-27.214643157	-13.4102292064	-31.6210342594	-29.9052334513
nucleoside monophosphate metabolic process (GO:0009123)	0.0	0.0	0.0	0.0	0.0	0.0	-0.531710238218	-2.11526551184	-25.5632322053	-12.5127461198	-29.0932533752	-27.3024772055
mitotic chromosome condensation (GO:0007076)	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-3.80178420036	-1.26917779621	-4.11989046919	-7.18934465639	-7.86696378914
DNA biosynthetic process (GO:0071897)	0.0	0.0	0.0	0.0	0.0	0.0	-1.17582635994	-14.4361563633	-24.0410317203	-13.305142482	-37.9759925085	-36.9613859378
ATP metabolic process (GO:0046034)	0.0	0.0	0.0	0.0978545723067	0.0	0.0	-0.0	-1.12008277872	-23.8247412627	-10.9057386251	-27.5389709563	-25.8906414497
positive regulation of nuclear division (GO:0051785)	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-3.70397474981	-10.501353424	-9.29017903566	-9.16842237386	-8.94844324939
transcription-coupled nucleotide-excision repair (GO:0006283)	0.126090436684	0.0	0.0	0.0	0.0	0.0	-6.8046355812	-16.242379998	-21.423824073	-15.0054452889	-41.541126561	-40.6318092623
positive regulation of mitosis (GO:0045840)	0.0	0.0	0.0	0.0	0.0	0.0	-0.351757863232	-5.41720617918	-14.0300805242	-12.6054041013	-12.232528721	-11.9276219741
purine ribonucleoside monophosphate metabolic process (GO:0009167)	0.0	0.0	0.0	0.0	0.0	0.0	-0.237734351054	-0.849648260698	-21.8898794639	-9.62570457719	-25.3528586734	-23.7693281096
purine nucleoside monophosphate metabolic process (GO:0009126)	0.0	0.0	0.0	0.0	0.0	0.0	-0.236999327635	-0.842751204863	-21.8573153836	-9.59137750419	-25.2829965094	-23.7232489925
DNA packaging (GO:0006323)	0.0	0.0	0.0	0.0	0.0	0.0	-5.26956709737	-15.460569111	-26.9648715844	-24.6735373383	-24.5115543223	-24.1197870571
chromatin remodeling at centromere (GO:0031055)	0.0	0.0	0.0	0.0	0.0	0.0	-0.631865580468	-0.0	-3.19489468941	-16.3021270688	-9.67587519955	-9.59787437488
positive regulation of chromosome organization (GO:2001252)	0.0	0.0	0.187276138197	0.0	0.0	0.0	-0.0	-5.05513990645	-8.2278785067	-7.19891939711	-10.4912483581	-7.02696350167
nucleosome assembly (GO:0006334)	0.0	0.0	0.0	0.0	0.0	0.0	-1.15410512807	-3.29014898509	-11.9137673068	-30.1905975193	-17.7875125536	-17.11370277
DNA integrity checkpoint (GO:0031570)	0.0	0.0	0.0	0.0	0.0	0.0	-2.76181874891	-3.84202718411	-33.904003433	-23.214276563	-47.0324085966	-27.0365851206
regulation of cytoskeleton organization (GO:0051493)	0.0	2.30165550161	4.17960827648	1.21686405782	6.24473783796	2.99861966391	-0.0	-5.88047553206	-0.960295188675	-8.5636781495	-21.9281728113	-14.9876522476
