	0.04	0.12	0.37	1.11	3.33	10.0
FAM69A		-0.0218410112539				
FAM70A		-0.0159531341662				-0.0137058784205
FBLN5						-0.02681520362
FCER1A						-0.0126289563429
FCER1G		-0.0167528942833	-0.0205073750675			-0.021950244444
FCGBP					-0.0210162816953	
FCGR2A	-0.0147861522969	-0.0150267951714	-0.0135443129641			-0.0134267883983
FCGR2B		-0.028325649213				
FCGR3B	-0.0137975299866				-0.0127801503272	
FCGRT			-0.014852466185			
FCHO1						-0.0172645454701
FCN1			-0.013529358975			
FCN3		-0.0124792329176				
FGG			-0.01319712084			
FGL2				-0.0141637438026		
FGR			-0.0138326436512			
FILIP1L			-0.0124946643436			
FJX1	-0.0186325489237					-0.0220417041664
FKBP2					-0.0129640454613	
FKBP9		-0.0121346956679	-0.0169510861623			
FLRT3		-0.0125050819324	-0.0202754138993			
FOS				-0.0226171395293		
FOXC1				-0.0190971589412		
FOXF2			-0.0123947358823	-0.0156246578336		
FOXL2		-0.0134780909103				
FPR3		-0.0232001968597		-0.015382098117		
FSTL1					-0.0161149107042	-0.0199626355262
FUCA1				-0.0143550688489		
FUT1			-0.0138260511732			-0.0134801863563
FUT8			-0.0145422958139			
FXYD1				-0.0162418461907		
FXYD5		-0.0122410131261			-0.0207504718307	
FZD4				-0.0124944978947		
G0S2		-0.0157155447335				
G6PC			-0.01305633918			
GAB2			-0.015596409855			-0.0169990683922
GABBR1			-0.0162175148303			
GABRP	-0.0193050538312			-0.0214661655817	-0.0333956395472	-0.0133470858751
GALE				-0.0140462139524		
GALNT12	-0.024253174228				-0.0211576515734	
GALNT7	-0.0199717506927					
GATA6		-0.014129448432		-0.02752630482		
GATM		-0.0134982577599	-0.0144701881461			-0.0131063673664
GBA3		-0.0148547770423				
GBP1				-0.0229003443713		
GC			-0.0193563022927			
GCLC					-0.0206204826273	
GDI2	-0.0152521954061					
GDPD5						-0.0143802533857
GEM	-0.0241090623669					
GGCT						-0.0173707012971
GIMAP4			-0.0137584483965	-0.0147930410418		
GIMAP6			-0.0174375265494	-0.0155041498687		
GK		-0.0122870595163				
GLB1L2		-0.0135596394611				
GLCE	-0.0134703872355					
GLDC		-0.0210041649663				
GLOD4					-0.0144306549469	
GLT25D1					-0.017913263236	
GLUD1					-0.0167725318391	
GLUL	-0.017043842634		-0.0132852830182	-0.0152466665378	-0.0185703568596	-0.014443862218
GMDS					-0.0125453279608	
GMNN					-0.0127693465119	
GNA15		-0.0178271433768				
GNG11				-0.0261889804445		-0.0221100747654
GOLGA8H						-0.0156100777187
GOLM1	-0.0138078324185				-0.0160199303214	
GP1BB						-0.015688139345
GPM6A					-0.0203629682448	-0.0207275263591
GPR125				-0.0200293244464		
GPR126		-0.0123198551856				
GPR183	-0.014587885333					
GPR35			-0.0187161882121			
GPR65		-0.0124935681092				
GPR88			-0.0127794972933			
GPRC5A				-0.0172104885137		
GPX1				-0.0183821049566		
GPX3			-0.0124369673029			
GRAMD1C		-0.0143631312244		-0.0172034907965		
GRAMD3						-0.0148191953248
GRB7	-0.0316700824236	-0.0132766857246			-0.0211631593557	
GRIA2					-0.0132239567488	
GSTM1			-0.0146248179263			
GSTM2			-0.0217554801331		-0.0127504128227	
GSTM3					-0.0158291238847	
GSTP1				-0.0138359707528		
GYG2		-0.0133058130184				
GYPC						-0.0134249742979
GYS2				-0.0173426120423		
GZMA						-0.0144341781846
H1FX				-0.0134686146656		
H2BFS					-0.0154733991505	
HAL			-0.0264347951146			-0.0174804628017
HAMP		-0.0135293769594				
HAUS4					-0.0135972590825	
HCAR3	-0.0258272984113					
HCP5	-0.0157123526042					
HDAC1					-0.0125334594849	
HDAC7						-0.0134670879993
HECA			-0.0133270502605			
HELLS	-0.0140329511812	-0.0172736460181				-0.0131010671394
HEY2		-0.0121938953532				
HHEX				-0.0156245080717		
HIST1H1C	-0.027685883418				-0.0141836511154	
HIST1H2AE						-0.0139104917791
HIST1H2BG						-0.0148412862856
HIST1H3H	-0.0153362651677					
HIST1H4C		-0.0128514197718				
HIST1H4J	-0.0147962094327					
HIST3H2A	-0.0211681269247					
HJURP				-0.013293355265		
HLTF		-0.0178132043032		-0.0174974174199	-0.0135192490706	
HMGCR			-0.0139012701739			-0.0149523829373
HMOX1	-0.0248819151961				-0.0227928856572	
HNRNPH2				-0.0150591533324		
HNRNPH3					-0.0159792222316	
HOPX	-0.0168652486443					-0.0280826081037
HOXA5	-0.017579649566					
HOXC10	-0.015885585817					
HOXC6	-0.0271926575991					
HPGD		-0.0243273405212				
HPSE	-0.0184248411319	-0.0297087430663	-0.0154577207339	-0.0160908488633		-0.020712100556
HSD11B1				-0.0152372526171		-0.0135981672939
HSD17B2			-0.0170959599436			
HSPA14	-0.0134653846583					
HSPA1A						-0.0384972854675
HSPA2		-0.0147982151183				
HTR2B		-0.0124999178076				
IARS2		-0.0241195126164				
ID1	-0.0231263997041					
ID3	-0.0194742006931					
IER5			-0.0125390198097			
IFI30			-0.0141198009343			
IFI44L				-0.0137917649585		
IFIT1	-0.0137703293473					
IFIT5				-0.0134773285481		
IFITM1					-0.0228041342506	
IFITM2			-0.0131887778235		-0.0257756137672	-0.017360428064
IFITM3					-0.0172897578303	-0.0249594790728
IGFBP1			-0.0154435962904		-0.0131038712143	
IGFBP2			-0.0231286720137			
IGFBP6		-0.0183755662892	-0.0151460718427	-0.0260610928276		
IGJ		-0.0176199635427	-0.0189014901458	-0.0290353699187		-0.0269299116137
IGKV3-20				-0.0148908962466		
IGKV4-1				-0.0161367585626		
IGLJ3				-0.0219059925805		
IGLL1	-0.0205066596889					-0.0233875208811
IGLL3P				-0.0178502646081		
IGLV2-23				-0.0199905519172		
IGSF6	-0.0142746807471					
IL10RA			-0.0136802776574			
IL17RB					-0.0235557200018	
IL18			-0.0139490178149			
IL32			-0.0168058266487			
IL7	-0.0149984126212					
IL7R	-0.0137619153434					
IMPA2	-0.0186852404526	-0.0162658756786	-0.0154335546287	-0.0190391394228		-0.0305768166767
INHBB					-0.0131096522737	
INHBE			-0.0134093348422			
INPP5A	-0.0151259832498					
INSIG2			-0.0134155699102			
IQCG	-0.0165691225707	-0.0187330515833				
IQGAP2		-0.0123343475976				
IRS2	-0.0254514645946					
ISL1		-0.0128121855822	-0.013225206714			
ITFG1				-0.0171153920246		
ITGA6					-0.0187233254074	
ITGB3BP	-0.0152429723171					
ITGBL1	-0.0197033795652					
IVNS1ABP			-0.013864881896		-0.0152286622222	
JHDM1D						-0.0157496793446
KAT2B			-0.0142755574424			
KBTBD11	-0.0141463431166					-0.0133333618253
KCNJ2	-0.0343372340042					
KCNK1			-0.021593543257			-0.0189579550326
KCNN2				-0.0130483975615		
KCNS3	-0.0138202188488					-0.0164962551404
KCTD12	-0.0175779348907					
KCTD5	-0.0135431029485				-0.0129923194659	
KDM1A			-0.0127716704959	-0.0179760936867	-0.013004757682	
KDM3A				-0.0130595018597		
KDM5D		-0.0300761217477			-0.0132521805741	
KIAA0754						-0.0125841114514
KIAA1199	-0.0155129347676		-0.0127530072904			-0.0213900091496
KIAA1279	-0.0198299011538					
KIF11		-0.013660223839				-0.0133703377386
KIF14				-0.0368966213749		-0.0223722445598
KIF15				-0.0138429989607		-0.0125290424141
KIF18B					-0.015017066067	
KIF20A		-0.0210435433872			-0.0386856245273	
KIF21B			-0.0129668557741			
KIF23				-0.01310379541		
KIF4A		-0.0133241355958				
KLF10			-0.0161117730386			
KLF11			-0.0132904215223	-0.02070635717		
KLK12			-0.0208510554345			
KLK5		-0.0147006625329				
KLK6						-0.0184940211896
KLK7				-0.013570542851		
KMO		-0.0149989248467				
KRT1	-0.0138858294121		-0.0257163546411			-0.0128713836682
KRT14				-0.0354111725845		
KRT17				-0.019916634582		
KRT18				-0.0125373836452		-0.0189459610609
KRT19						-0.0161605349968
KRT2			-0.0147728131735			
KRT20					-0.012884893241	
KRT23				-0.0287731183172	-0.0253234532422	
LAMA3			-0.0295431798911			
LAMB3			-0.0129768868676			
LAMP3				-0.0229878243709		
LAPTM4B		-0.0246554680597				
LBP			-0.0180453985972			
LBR	-0.0136375254483					-0.0132391668261
LCN2					-0.0285330284627	
LCP1			-0.0236293749308			
LCP2			-0.0149175562751			
LEPREL1						-0.015310004993
LGALS3BP			-0.0225134701608			
LGALS4			-0.0294745194531		-0.022756504071	
LGR5						-0.0126968861941
LHFP						-0.0237595992248
LILRA6			-0.0155740276102			
LILRB2			-0.0168150420132			
LIMCH1	-0.0226845109093			-0.0133484080935		
LINC00341				-0.0133659270184		
LINC00342	-0.0206771210479				-0.0153721861901	
LMNB1		-0.0129929197485			-0.0135952701699	-0.0209184251337
LMO2				-0.0156579221073		-0.02002516206
LMO4		-0.0128264229669				
LOC100286895		-0.0144122848567				
LOC100506168						-0.0180954879492
LPIN2	-0.0145178779044					
LPL					-0.0207629907248	-0.0144529701859
LPPR1					-0.0134085176404	
LRFN4						-0.0126223695462
LRIG1	-0.0199436564373					
LRP1		-0.0121355397761				
LRRC31			-0.013551021263			
LSM2			-0.0128467362082		-0.0143914893212	
LSM5			-0.0130426654947			
LSM6	-0.0158526757296					-0.0155252895983
LTBP1		-0.0140628269455				
LTF	-0.0268134087421				-0.0249810456486	
LY6D	-0.0149043588178					
LY96	-0.0159409875317		-0.0205568049101			
LYRM1				-0.0203143077759		
LYZ		-0.0142646243385				
MAFB			-0.0164218562252			
MAGEA3					-0.0231363408181	
MAGEA6					-0.0193931297942	
MAGEB2	-0.0140036120695			-0.0180136949829	-0.0207211848651	-0.0247335852756
MALL						-0.0162850651714
MAMLD1		-0.0244089199564		-0.0296017531372		
MAOB				-0.0131063168497		
MAP3K1		-0.0133005171007				
MAP4K3			-0.0132175004004			
MAPK10		-0.0138486115786				
MAPK13	-0.0162937064438					
MARCH1			-0.0158156132059			
MARCKSL1					-0.0175022729509	
MARCO					-0.0138948321677	
MATN2		-0.0244220815519		-0.0168060675548		
MATR3					-0.0149566314785	
MCM10	-0.0180464745158	-0.0171846995584		-0.0189206567257	-0.0153365017896	-0.0180281119778
MCM6						-0.0131125561572
MCOLN1				-0.0246792956707		
MCTP1				-0.0171034357282		
MCTP2						-0.0127531793976
MEF2C		-0.0237681395168				
MEIS1				-0.0170704820967		
MFGE8				-0.0141004724509		
MGAM		-0.0133965073558	-0.0140451681939			-0.0161679333089
MGLL	-0.0190279748157					
MGST3				-0.0164788281811		
MICAL3				-0.0140427952632		
MICB	-0.0134417406466			-0.0143543456214	-0.0195962314246	-0.0232410818631
MID1IP1	-0.0252216277708					
MLC1						-0.0155107672499
MLF1IP						-0.0167795162015
MMD					-0.0125960702688	
MMP12			-0.0154751387144		-0.030763553834	
MMP3	-0.0139043499062				-0.02542162719	
MMP7					-0.0233741902003	-0.0143557591931
MMP9					-0.0165906273765	
MNDA	-0.0146224077584					-0.019429433015
MNS1	-0.0146994476886					
MORC4		-0.0128435312092				
MPO						-0.0236569859248
MPP1	-0.0182087918311					
MS4A3						-0.0195244754107
MS4A4A		-0.0124115895926	-0.0164087721739			-0.0155625929462
MSH2					-0.0125109410906	-0.0135723889294
MST1			-0.0155314210548			
MT1E				-0.0176243541167		
MT1M	-0.0175598723118				-0.0203966994197	
MT1P2				-0.0186324719436		
MUC13			-0.0124464191797			
MUC4		-0.0137491923958				
MXRA5						-0.0232006298206
MXRA7				-0.0164006473442		-0.01765011046
MYBL1	-0.014656301898	-0.0208144781016			-0.0207580656443	-0.0169085007554
MYBPC1	-0.0191470753821					
MYL1	-0.0141334789226					
MYLK	-0.0351020586229	-0.0140714433597				-0.0322878795817
NAA16						-0.0157274266267
NANS		-0.0128236205213				
NARF				-0.0138210449821		
NARFL		-0.0120572559871				
NARS2						-0.013576273064
NAV2		-0.021923459397		-0.0256156206896	-0.0208186571412	
NCAN	-0.0177627984226					
NCF1C		-0.0139730470527				
NDC80					-0.0148195124317	
NDUFB1				-0.0131792450735		
NEAT1					-0.018784687062	
NEIL3				-0.0124648771418		
NES				-0.0199133444238		
NETO2			-0.0140290932858			
NFE2						-0.0161644392558
NFIL3					-0.0160414799437	-0.0127510109937
NFKBIA	-0.0140485777892					
NFU1		-0.0136167434681				
NGFRAP1		-0.0277982431489				-0.016995385028
NGRN					-0.0164294586081	
NID1		-0.0122400072452	-0.0152971899762			
NKG7						-0.0181107718967
NLGN1	-0.0240574394054					
NLRP2		-0.0144960066346				
NME4					-0.0222655747234	
NMU			-0.0153556484013	-0.0355062839354		-0.0217753366593
NPC2	-0.0154669571286			-0.0138725105075		
NPL	-0.016964587618					
NPM3					-0.0141109537363	
NPTX1			-0.0125953435824			
NPY1R				-0.0184625003978		
NQO1	-0.0160803870353	-0.0132325706546				
NRIP3		-0.0125043775435				
NT5C2						-0.0170671375592
NT5E		-0.0207851101306			-0.0192284857064	
NUPL1						-0.014631887593
NUPR1	-0.0178429666949				-0.0149904516882	
OAT	-0.0155015472129					
ODC1	-0.0203856777582					
OLFM4			-0.0154151419669		-0.0225034307705	
OLFML2B					-0.0126275259907	
OLR1		-0.0152115279871				
OPN3				-0.0128135487967		
OPTN	-0.0176596980151					
OSBPL11			-0.0174537295472			
OSR2		-0.0121143740385				
OXA1L		-0.016633030713				
OXTR			-0.0165925177933	-0.0211120428178		
P2RX5					-0.0127601405343	
P2RY13	-0.0176152614557					
PAK1		-0.0129625991053				
PALMD		-0.0177990097386		-0.0219692413094		
PAM					-0.019734633798	
PAMR1	-0.0135099317882	-0.0146779431544				
PAPSS1					-0.0154645103975	
PBLD		-0.0146111169752				
PBX3		-0.0155516229726	-0.0123775379172			
PCK1		-0.0124961294142	-0.0127548558422	-0.0175288437289		-0.0141706366928
PCOLCE					-0.012751038826	
PCYOX1		-0.0248068851309				
PDE2A				-0.01685469175		
PDGFC	-0.015228681171	-0.0408543268388	-0.014694942081		-0.0322067867717	-0.021455186374
PDGFD	-0.0172063746058			-0.0136453094354		
PDK4				-0.0129710728735		
PDLIM1		-0.0133800674165	-0.01755201754	-0.0185729993244		
PDZD2			-0.0239266657686			-0.015798778793
PDZD8	-0.0182279025242				-0.014291784403	
PDZK1IP1	-0.020143322442		-0.0261983496242		-0.014492340369	-0.0262222424979
PECR			-0.0131890430301	-0.0321558085162		
PELI2						-0.0208312043991
PER3		-0.013452903382				
PERP					-0.0130645614445	
PEX11A		-0.0192856785617	-0.0261556202708			
PFKFB3	-0.0320045585768	-0.0153282922755		-0.0145166961502		
PFKP				-0.0139728026059		
PFN2		-0.027107861469				
PGD	-0.0176492004049	-0.012319924212		-0.0192514680387		-0.018854333404
PHF10				-0.0124901173034		
PHF16			-0.0123806493456	-0.0175392658319		
PHF17					-0.0168142500033	-0.0135734144155
PHGDH		-0.016901263619				-0.0125850181042
PHYH				-0.0126741254147		
PID1	-0.0163181298676		-0.0183710930204	-0.0149216364528		
PIEZO2				-0.0153452897265		
PIK3C2B			-0.0123222126422	-0.0159806703855		
PIK3CA	-0.0144650307881					
PIR				-0.0137588403719		
PITX1		-0.012992225926				
PKIA						-0.0157444053951
PLA2G16	-0.0163918441995			-0.0170507505804		-0.0265241392684
PLA2G2A					-0.023524057944	
PLAC8				-0.0136975563831		
PLAT			-0.0128616921373			-0.0140581353534
PLBD1	-0.0203667991324	-0.0125167798623	-0.0277531623409			
