	0.04	0.12	0.37	1.11	3.33	10.0
CRYBG3	-0.0171241498916					
CRYL1	-0.0183018242441					
CSRP3		-0.0233234526265				
CST7				-0.015528761756		
CTBP1						-0.0159229942915
CTNNA2					-0.0151649813781	
CTNNAL1				-0.0155039727148	-0.0170816319891	-0.0148764222364
CTR9						-0.013188338269
CTSE			-0.016447156731			
CTSG			-0.0321369076218			
CTSO	-0.0140817305605					
CX3CR1		-0.0336111895711				
CXCL1						-0.0155198425745
CXCL10	-0.0199367351819					
CXCL13			-0.0200638767615		-0.024366555332	
CXCL14			-0.0171439074442			
CXCL9	-0.0399265028462					
CXCR7	-0.0288951438726					
CYB5R2			-0.0207244339092		-0.0158283986987	
CYBA			-0.0150618362686			-0.0240596587438
CYP2A6			-0.0243888532907			
CYP2A7			-0.0206642122015			
CYP2B7P1			-0.0242288181457			
CYP4B1		-0.0157950925494				
CYP4F3			-0.015312540491			
CYP4F8				-0.014904166276		
CYP51A1			-0.0178633946851			
CYTIP				-0.0144246276665	-0.0169713970989	
CYTL1				-0.0213799763286		-0.0173545560601
DACT1	-0.0148034914826					
DAZAP1						-0.0134139739238
DBF4			-0.0209396899611			-0.0144825577236
DCXR	-0.0190415628152					
DDX10	-0.0205214216947					
DDX39A						-0.0219607726375
DDX60	-0.0176184655555					
DEFA5		-0.0199553850367				
DEFB1		-0.0207585288568	-0.0187694570057			
DENND1B		-0.0184522335167				
DEPDC1						-0.0134246705306
DEXI					-0.0143359542516	
DHCR24					-0.0184864722587	
DHCR7					-0.0177889810687	-0.0147437404463
DHRS11					-0.0215268992841	
DHRS2						-0.0232965904044
DIXDC1			-0.0148051494276			
DLGAP5		-0.0146894198807				
DLK1		-0.0231043000161	-0.019008725874	-0.0184372679452		
DLST					-0.0210511427658	
DLX5					-0.0156983755159	
DMBT1			-0.0171660745196			-0.0138396831931
DNAJA2				-0.0189150161895		
DNAJC7			-0.0154199596058		-0.0161129736919	
DNAJC9				-0.0165331270997		
DNALI1			-0.0151141667901			
DNMBP		-0.0199260427007				
DOCK4	-0.0143387420138					
DOK5				-0.0151762069085		
DONSON				-0.0147832578475		-0.0162609823487
DPH2			-0.0157325510345			
DPM2				-0.0173238217156		
DPT	-0.0156033370569					
DPY19L2P2			-0.0212925964575			
DPYD		-0.0171407090036	-0.0177346576838			
DRAP1					-0.0156931986343	
DSE	-0.0141253052399					
DUSP2			-0.0193631102215			
DUSP5	-0.0231476302919			-0.0246444539774		
DUSP8			-0.0150699220259			
DYNLT3		-0.0159139031362		-0.016208968712		
DYRK3			-0.0165277550314			
DYRK4		-0.0161761406852				
E2F2					-0.0148456901561	
E2F5		-0.0146989252501				
EAPP			-0.0230982161497			
ECD						-0.0167046025658
ECHDC1			-0.0190523477418		-0.0148109987167	
ECM1		-0.01471348332				
EDEM1			-0.0153154041705			
EFEMP1	-0.0177142421226	-0.0157555288259				
EFHD1					-0.0243640045369	
EFNB2	-0.015858444454					
EGFL6			-0.0220866108037			
EGR2			-0.0252190995615			
EHBP1L1						-0.0130817977262
EIF1AX				-0.0171074107185		
EIF1AY	-0.0173967117088					
EIF2S1				-0.0156374151865		
EIF2S3						-0.0147302677672
EIF4E				-0.0205054455378		
EIF4EBP1						-0.016228763346
EIF4G1						-0.0201257903162
EIF5A						-0.0150236776369
ELANE			-0.0193642512244			
ELAVL1					-0.014913369098	-0.0154287175196
ELP4	-0.0145796109251					
EMG1				-0.0208150572092	-0.0146169415347	-0.0176293272386
EML4						-0.0133483724225
EMP3			-0.0313130105206		-0.0159395381969	-0.0136274928463
EMR1					-0.0144660041329	
EMX2		-0.0216455992022		-0.0227148498391		
ENO3		-0.0196381498206				
ENOPH1				-0.0303022274068		
ENPEP		-0.0181659878236				
ENPP2		-0.0165247925358				
EPB41L2						-0.0170115311751
EPCAM						-0.0134489954687
EREG					-0.0244081065864	
ERH				-0.017526436451	-0.0203474025621	-0.021676231728
ERLIN1		-0.0153967077156				
ERP29					-0.014550639426	
ESM1		-0.017947246521				
ETS1						-0.0140076685607
EVI2A	-0.0272829189123	-0.0224275352601		-0.0232063977396		
EXOSC9					-0.0173561942482	-0.0145696852695
F3	-0.0241743884277	-0.0236818531461	-0.019501161738	-0.0214891322235		-0.0133489736518
FABP1		-0.0150676543226				
FABP5						-0.0216878758458
FABP6		-0.0222486007669				
FAM108A1						-0.0179889368856
FAM198B					-0.0156232471253	
FAM206A				-0.0145793675858		
FAM63A			-0.0182716624677			
FAM70A			-0.0158967441776			
FASTKD3					-0.015080942228	
FASTKD5						-0.0139310919212
FAT4		-0.0163946665932				
FBP1		-0.0253484518587				
FBXO3	-0.0161063595131					
FCER1A				-0.0168867240446		
FCER1G			-0.0188902105182			
FCGR1B			-0.0160026883317			
FCGR2B			-0.0163368366082			
FCHO1						-0.0157995476479
FCN1		-0.01472517567				
FCN3			-0.0192406817756			
FDFT1					-0.014636951882	
FEN1						-0.0146839498272
FGF14				-0.0148331527315		
FGFBP1	-0.0185193185023					-0.0135153262192
FGL2	-0.0199596094174					
FGR			-0.0251257960318			
FILIP1L			-0.0150408241482			
FJX1						-0.0133356123907
FKBP14						-0.023998329969
FLRT3						-0.0190594953058
FMO3			-0.0147984575199			
FNBP1L				-0.0202061908157		
FOSL1					-0.0158049862351	-0.0280958547273
FRZB	-0.0181924907585				-0.0172777570134	
FSD1			-0.0157261579825			
FST				-0.018785379088		
FXC1						-0.01415476363
FXYD1	-0.0148451590745		-0.0149576464888			
FXYD6		-0.01705378396				
FZD2	-0.01882573202					
FZD3						-0.0131118100825
G6PD			-0.0163127807537			
GABBR1		-0.0168644723151				
GABRE	-0.014691360805					
GABRP		-0.0149420170125				
GALE						-0.0141482975139
GALNT14			-0.0185768912173			
GALNT6		-0.0186618603283				
GATA3	-0.0235773928248					
GATAD2A					-0.018819275537	
GBE1			-0.0242257927609			
GBP1	-0.0313223929341					
GBP2	-0.0238956819518					
GCH1				-0.017399911106		
GCLC				-0.0158215315765		
GCLM				-0.0170070540437		
GDPD5					-0.0156088196198	
GEM	-0.0291290162372		-0.0165669671449			
GFAP				-0.0181197804638		
GGH	-0.0240244916273		-0.0162884443234			
GIMAP4				-0.018268566464		
GIMAP6					-0.0168054704727	
GINS1			-0.0162487024989			
GINS2					-0.0170740503037	-0.0183740657281
GJA1				-0.016352045968		
GLO1					-0.0146502893654	-0.0164248014387
GNA14			-0.0194283529044			
GNAI1	-0.0163073343271					
GNB2						-0.0136572240246
GNG10				-0.0229196856402		
GNG11	-0.0238719115155			-0.0288091437046	-0.0219818477716	
GNG7			-0.0203382378351			
GNMT	-0.0200777098712					
GNPDA1				-0.0140715693872		-0.0144654765358
GOLM1		-0.0148012912904				
GOT1		-0.0151786988426				
GPD1L	-0.0160543557656					
GPM6A			-0.024562733338			
GPNMB	-0.0202731088201		-0.0417025649353			
GPR116	-0.0190073529606					
GPR88	-0.0324285351002				-0.0156439072639	
GPRC5A			-0.0157114894713		-0.0168898226709	
GPX3	-0.0300229814611			-0.0227631132498		
GPX4					-0.0176955199868	
GPX7		-0.0163708359024				
GRAMD1B					-0.0145243342089	
GRB7	-0.0166855898044					
GRIA2		-0.0181817012534		-0.0218468026279	-0.0253737420368	
GRWD1	-0.0166198059869					-0.0180367476448
GSTM2					-0.0198369369974	
GSTT1			-0.0203612347421			
GTF2I						-0.0153151937519
GTPBP8	-0.0473062756895					
GUCA2A	-0.01691672583					
GUCY1A3	-0.0245062663524		-0.0214456454865			
GUSBP3	-0.0165146535285					
GZMA	-0.0143511441833					
GZMK	-0.0174848726154					
H1F0	-0.0142521879154					
HBD		-0.0231273724672				
HDAC9	-0.0160933780992					
HDHD1	-0.0142524074778					
HEY1						-0.0134047847229
HEY2					-0.0149514212496	
HIST1H1C	-0.0182919892433					
HIST1H4C	-0.0236867088527				-0.0189640319621	-0.0184371497382
HLX			-0.019059331683			
HMBS		-0.0154590321581		-0.0148776561171		-0.016710327869
HMGB2			-0.0156831825016			
HMGB3	-0.0147564778658					
HMGCS1						-0.0265791711079
HMGN3	-0.0223920216363					
HMOX1		-0.0148888407508			-0.0213384603216	
HN1						-0.0150940058963
HNRNPAB						-0.0146723483532
HOPX	-0.022465931744					
HP			-0.0310975661754			
HRAS						-0.0138276776489
HS3ST3A1		-0.0169868840124	-0.0175606587731			
HSD11B1			-0.0205281364955			
HSD17B12			-0.0171551383063			
HSD17B6	-0.0198948065266		-0.0152489349457			
HSPA14						-0.0132163881634
HSPA1A						-0.0214055856629
HSPA2		-0.0157076471089				
HSPA5					-0.0157960895602	
HSPB3		-0.0175892876067				
HSPD1						-0.0166479834199
HTRA1				-0.0148397270927		
IARS						-0.0154376136069
IARS2	-0.02288376289					
ID1	-0.0162864370651	-0.0360384891334	-0.0397463904612		-0.0289730560346	-0.0284555765402
ID3		-0.0215532418526				
IDO1	-0.0241456112275					
IFI44		-0.0150524246815				
IFI44L					-0.0155299511008	
IFITM1	-0.0167865113368				-0.0187991204088	
IFITM3		-0.0178538892033				
IFRD1				-0.0241631948049		
IFRD2	-0.0396381699515			-0.0596536637154	-0.0181092126846	-0.0397456405568
IFT57		-0.0152871449038	-0.0212270119663			
IGFBP2		-0.0186833239922	-0.0193827040833			
IGFBP4				-0.0141266066871		
IGJ			-0.0214436383618			
IGKV3-20			-0.0208229630144			
IGKV4-1	-0.0262373930896		-0.0247208444093			
IGLJ3			-0.0231172391639			
IGLL3P			-0.0184685861686			
IGLV1-40			-0.0204752105145			
IGLV2-23			-0.0211241530108			
IGLV3-19			-0.0169353880088			
IL10RA	-0.0197183077651					
IL13RA2	-0.0158983974915	-0.024727260032	-0.0263567891781		-0.0159743674775	
IL2RG			-0.0166904256184			
IL32	-0.024706056837			-0.0206006416384		
IL4R	-0.0162914565376					
IMPA2					-0.0146322332451	
IMPAD1	-0.0141601600989					
INPP5A			-0.0153112007958			-0.0165845260286
INPP5F			-0.0152507592895			
INSIG1	-0.0168214398993					
IRF1	-0.0183874441908			-0.0153649637282		
IRF8			-0.0217094375616			
IRX5				-0.0145314459759		
ISG20		-0.0152935845213		-0.0187486672275		
ISOC1	-0.0273151094568			-0.0201168912924	-0.0181754646144	
ITGA10		-0.0176895062016				
ITGA3	-0.0140640819356					
ITGA4		-0.0214352046964				
ITGA6				-0.0170435032247		-0.0134568451243
ITIH2				-0.0161289106507		
ITM2A	-0.0208266183384			-0.0217310792086		
JAM3		-0.0231204664471	-0.0224287015549			
KAL1			-0.0219873696877			
KBTBD10		-0.0273356086708				
KCNE4					-0.0197208191937	
KCNN4			-0.0206929116963			
KCNS3	-0.01555862351					
KDM5D	-0.0220386218959		-0.0204513386338			
KDR			-0.0158607713336			
KIAA0125	-0.0266711736577					
KIAA0226L		-0.0292544898718	-0.0193837276786			
KIAA1324		-0.0179657773632		-0.0141700680905		
KIF18B						-0.0162967185754
KIF20A		-0.0362238516564				
KLF10		-0.0265985154908				
KLF13	-0.0197142965651					
KLHL2			-0.0161604493241			
KLK11		-0.0282410889372				
KRT13		-0.0267519478966				
KRT15		-0.0306781907672				
KRT18					-0.0272650322674	
KRT19			-0.0358504780331			
KRT23		-0.0251372592162				
KRT5		-0.0158177430831				
KRT6A	-0.0198905138945					
LAMB3						-0.0138335379772
LAMP3			-0.0203494142384			-0.0216021942142
LAP3						-0.0238783889961
LAPTM4B					-0.0239070908421	
LBR					-0.0162883800764	-0.0177378876475
LCN2						-0.0330204485599
LDB2					-0.0149330284268	
LDHA						-0.017728190266
LEPREL1		-0.0257768832675	-0.018255967496			
LGALS1		-0.0154359254418				
LGALS3		-0.0186505193337				
LGALS3BP			-0.0205260685011			
LGALSL					-0.0157333725126	-0.0167409357849
LGMN				-0.0140414394577	-0.025123767675	-0.025207635688
LGR4	-0.0160503527595					
LHFP	-0.0145889704292					
LIPG	-0.0175233935969					
LIPT1		-0.0151634884782				
LMBRD1	-0.0185908433539					
LMNB1		-0.0159057364388			-0.0210753284396	-0.0164197061359
LMO3	-0.0189846776266					
LOC388796				-0.016854348723		
LOC390940			-0.0159496574406			
LOC728855			-0.0204425945382			
LPHN2		-0.0171201079312				
LPL				-0.0147930506208		-0.0185290285413
LRP8						-0.0146438770074
LRRC16A						-0.0165779668799
LRRC17				-0.0163985079511	-0.0256030076145	
LRRN3	-0.0142426037299					
LSM2					-0.015547006287	
LSM7		-0.017854295373			-0.0226211367267	
LTA4H			-0.0287746041863			
LTF		-0.017753946756	-0.0505483374432		-0.0208100835099	-0.0343801005145
LUM	-0.0306477270436	-0.031941111294		-0.0165752834064		
LXN		-0.0182808770048				
LY6H				-0.0141972573809		
LYRM4					-0.0173580602515	
LYZ			-0.0194123552794			
MAD2L1				-0.0165853425613		
MAGEB2			-0.0226143794536			
MAGEH1				-0.0188114666905		
MALL		-0.0150207796527	-0.0202050674966		-0.0239123284067	-0.0256119137389
MAMLD1		-0.0306614836005		-0.0302510408518	-0.0218663366452	-0.034976992928
MAN2A1	-0.0195304681292					
MAP7	-0.023186955679				-0.0281421498533	
MAPKAPK3						-0.0170667876359
MARCH3			-0.0169553265022			
MARCO			-0.0165222724697			
MAT2B	-0.0163723525381			-0.0141329942236		
MB		-0.022207523983		-0.0158650468906		
MBIP	-0.0148884039722					
MCM3						-0.0168394348431
MCOLN3						-0.0133958950786
MCTP1	-0.0171305560971				-0.0159185640439	
MDK		-0.0317472243352		-0.0160619320855		
MEA1					-0.0169445399419	
MED28				-0.0145548164576		-0.0173189486117
MEIS1			-0.0165488049932			
MEIS2		-0.0261440034939	-0.0281052707635			
MFAP2		-0.0156248234949		-0.0178866011528	-0.0143529070378	
MGLL						-0.0240100505844
MID1IP1		-0.0146782405115				
MIS18A						-0.0131247343779
MKNK2					-0.0143396360561	
MLLT11					-0.0253390937867	-0.016722990931
MLLT3	-0.0161073951128					
MLPH			-0.0148081311107			
MME		-0.0347737111528				
MMP1	-0.0138149019058	-0.0375125812746	-0.0229125119906			
MMP10						-0.0149839927771
MMP12		-0.021994814837	-0.0175655370906			
MMP2		-0.0145672953096				
MMP3		-0.0329649340517		-0.0228231978704		
MMP7			-0.0327935063122			
MMP8			-0.0153631234282			
MMP9			-0.0282972850591			
MMS19		-0.016685319265				
MN1	-0.0189768863347					
MNAT1					-0.0151098259671	
MNDA		-0.0205531409827	-0.0204940195498			
MOSPD1	-0.0224595092838					
MOXD1		-0.0220549356784	-0.0168715593674			
MPP1					-0.0176515615137	
MPP5						-0.0173204580546
MPP6					-0.0160580547723	-0.0155648362376
MREG						-0.0156194742877
MRPL12						-0.0137148917066
MRPL13				-0.0189211043602	-0.0162295707357	
MRPL15						-0.0136171182782
MRPL17						-0.0144334650562
MRPL22		-0.0150782100349		-0.0161671708671	-0.0172633863069	
MRPL23					-0.017384003826	-0.0163094991558
MRPL35		-0.0166510148461				
MRPL39					-0.019606757124	
MRPL4					-0.018375245465	
MRPS10				-0.0219467905694	-0.015818914615	
MRPS15					-0.0149074225436	
MRPS16		-0.0611951857941		-0.0354473340518		
MRPS2		-0.0316186489913				
MRPS28	-0.0138615830105					
MRTO4				-0.0156301001396		-0.0182038785941
MS4A3		-0.0202958787541	-0.015620896068			
MS4A4A	-0.0174435016597					
MS4A6A	-0.0179900211263					
MSL1						-0.0136419350654
MSMO1					-0.0237044793346	-0.0138774688852
MSX1		-0.0155816801613		-0.0291486257188	-0.0280703061527	-0.0287684402968
MT1E		-0.0157312718695				
MT1F		-0.0160819862037				
MT2A		-0.0176609650937				
MTERFD1		-0.0258297272042				
MUC2	-0.0143062031439					
MUT	-0.0143451663024					
MYBL2						-0.0143945768212
MYBPC1		-0.0151319669597				
MYBPC2		-0.0156739916349				
MYH2		-0.0245201854465				
MYL1		-0.0328659114415				
MYL2		-0.0229209320468				
MYLK		-0.0162680911688	-0.0164561122817			
MYLPF		-0.0220952518719				
MYOT		-0.0248743457513				
MZB1			-0.0186300602049			
NAA15					-0.0173908177938	
NAA38						-0.0134919599874
NAE1						-0.013754948576
NANS		-0.0156004792526				
NAP1L3					-0.0162872597446	
NAT10						-0.0153987712607
NBL1		-0.0149039733021				
NDFIP1	-0.0200287032318			-0.0247730298241	-0.0163468164551	
NDN		-0.0175070883229			-0.0197826446743	
NDP			-0.0177141113271			
NDRG1	-0.0209696680573					
NDUFA13		-0.0175418415287		-0.0176847085814		
NDUFA3		-0.0149256431364				
NDUFA4L2			-0.0259286856773			
NDUFA8				-0.0153985365571		
NDUFAB1					-0.0156566780371	-0.0142268036636
NDUFAF4				-0.0164760272304		-0.0131762934216
NDUFS7			-0.0157044023637			
NELL2					-0.0170881703866	
NES		-0.0162837601159				
NETO2		-0.0171328895133				
NINJ2				-0.0147898426567		
NIP7				-0.0152033074276		
NLGN4X			-0.0203563649458			
NLRP2		-0.0152002558845				
NME4						-0.0130306038615
NMU		-0.0167089973226				-0.0141257266725
NPDC1				-0.0169081901946		
NPM3		-0.0167606054575			-0.0145878567987	-0.0145319094948
NPTX2			-0.0208805173284		-0.0219629080405	-0.0140916110561
NPY				-0.0150745565481	-0.0196054364596	-0.0188320846515
NQO1				-0.018945237845		
NQO2				-0.0237082069675	-0.0252759491798	-0.0160449393983
NR1D2				-0.0196588935655	-0.0216985909751	
NRIP3				-0.0218090302054		
NSF			-0.0151333315932			
NT5DC2			-0.0149573149629			
NT5E		-0.0184466692214				
NTS					-0.0197273810559	
NUP43						-0.0144173146419
NUPR1	-0.0195632120295					
NUSAP1			-0.0177314440204			
NXN		-0.0153794306245				
OAT				-0.0198597234963		
ODC1	-0.0284941900029			-0.0199903926556	-0.0197484266865	-0.0229358049478
ODF2						-0.0174193069677
ODZ1				-0.0142331706283		
OLFML2B				-0.0150075314613	-0.0275605879755	
OLFML3		-0.029687847852				
OPN3			-0.0199389009845			
ORM1			-0.015081455588			
OXSR1	-0.0158782043352					
P2RX4		-0.0172241125909				
P2RY14	-0.0158555078454					
P4HA1			-0.0161218971668			
PAK1					-0.0146355638746	
PAK1IP1		-0.0155222317584		-0.0282634467558	-0.0230902858925	-0.014587245213
PALMD				-0.0173686975883		
PAMR1		-0.0166892722267				
PAPD7			-0.0181354515613			
PAQR3				-0.019065533365		-0.0139754394503
PAX6	-0.019273065574				-0.0151711075687	
PBK						-0.0168249690962
PCDH17	-0.0200373619829				-0.0167792588641	
PCK1	-0.0161224770972				-0.0181923189104	
PCP4	-0.0178182082815	-0.0203110292969		-0.0168363885454		
PCSK1					-0.0232528521964	
PCSK1N				-0.0262790272538		
PDCD10				-0.0213794370814		
PDE8B					-0.0152581332735	
PDGFC		-0.0172968916477	-0.0157803669517			
PDHX						-0.0132548534433
PDIA3					-0.0177544628168	
PDIA5	-0.0139235833446					
PDSS1		-0.0150484785141	-0.0189925067514			
PDZD8				-0.017987969313		
PDZK1					-0.0173431248986	
PEG3		-0.0176293932848		-0.026429076529	-0.0181970574584	-0.0143332775933
PER3	-0.0171737698542					
PEX2	-0.0141984852312					
PFKM		-0.0151158349373				
PFKP	-0.0152798985452					
PGAM1					-0.0351315707309	
PGC			-0.0263371511996			
PGM1			-0.0322579919071			
