id	RN_Target_Gene_ID	SM_Center_Compound_ID	SM_Dose	SM_Dose_Unit	SM_LINCS_ID	SM_Name	SM_Pert_Type	SM_Time	SM_Time_Unit	det_plate	det_well
MCF10A-trt_cp-12411	-666	BRD-K54997624-001-05-2	1.11	um	BRD-K54997624	alpelisib	trt_cp	24	h	LJP005_MCF10A_24H_X2_B17	N03
MCF10A-trt_cp-12412	-666	BRD-K54997624-001-05-2	0.37	um	BRD-K54997624	alpelisib	trt_cp	24	h	LJP005_MCF10A_24H_X2_B17	N04
MCF10A-trt_cp-12413	-666	BRD-K54997624-001-05-2	0.12	um	BRD-K54997624	alpelisib	trt_cp	24	h	LJP005_MCF10A_24H_X2_B17	N05
MCF10A-trt_cp-12414	-666	BRD-K54997624-001-05-2	0.04	um	BRD-K54997624	alpelisib	trt_cp	24	h	LJP005_MCF10A_24H_X2_B17	N06
MCF10A-trt_cp-12472	-666	BRD-K12343256-001-06-3	10	um	BRD-K12343256	trametinib	trt_cp	24	h	LJP005_MCF10A_24H_X2_B17	P19
MCF10A-trt_cp-12473	-666	BRD-K12343256-001-06-3	3.33	um	BRD-K12343256	trametinib	trt_cp	24	h	LJP005_MCF10A_24H_X2_B17	P20
MCF10A-trt_cp-12474	-666	BRD-K12343256-001-06-3	1.11	um	BRD-K12343256	trametinib	trt_cp	24	h	LJP005_MCF10A_24H_X2_B17	P21
MCF10A-trt_cp-12475	-666	BRD-K12343256-001-06-3	0.37	um	BRD-K12343256	trametinib	trt_cp	24	h	LJP005_MCF10A_24H_X2_B17	P22
MCF10A-trt_cp-12484	-666	BRD-K85606544-001-08-3	10	um	BRD-K85606544	neratinib	trt_cp	24	h	LJP005_MCF10A_24H_X3_B17	A13
MCF10A-trt_cp-12485	-666	BRD-K85606544-001-08-3	3.33	um	BRD-K85606544	neratinib	trt_cp	24	h	LJP005_MCF10A_24H_X3_B17	A14
MCF10A-trt_cp-12486	-666	BRD-K85606544-001-08-3	1.11	um	BRD-K85606544	neratinib	trt_cp	24	h	LJP005_MCF10A_24H_X3_B17	A15
MCF10A-trt_cp-12487	-666	BRD-K85606544-001-08-3	0.37	um	BRD-K85606544	neratinib	trt_cp	24	h	LJP005_MCF10A_24H_X3_B17	A16
MCF10A-trt_cp-12488	-666	BRD-K85606544-001-08-3	0.12	um	BRD-K85606544	neratinib	trt_cp	24	h	LJP005_MCF10A_24H_X3_B17	A17
MCF10A-trt_cp-12533	-666	BRD-K49328571-001-11-9	10	um	BRD-K49328571	dasatinib	trt_cp	24	h	LJP005_MCF10A_24H_X3_B17	D01
MCF10A-trt_cp-12534	-666	BRD-K49328571-001-11-9	3.33	um	BRD-K49328571	dasatinib	trt_cp	24	h	LJP005_MCF10A_24H_X3_B17	D02
MCF10A-trt_cp-12535	-666	BRD-K49328571-001-11-9	0.04	um	BRD-K49328571	dasatinib	trt_cp	24	h	LJP005_MCF10A_24H_X3_B17	D06
MCF10A-trt_cp-12748	-666	BRD-K54997624-001-05-2	10	um	BRD-K54997624	alpelisib	trt_cp	24	h	LJP005_MCF10A_24H_X3_B17	N01
MCF10A-trt_cp-12749	-666	BRD-K54997624-001-05-2	3.33	um	BRD-K54997624	alpelisib	trt_cp	24	h	LJP005_MCF10A_24H_X3_B17	N02
MCF10A-trt_cp-12750	-666	BRD-K54997624-001-05-2	1.11	um	BRD-K54997624	alpelisib	trt_cp	24	h	LJP005_MCF10A_24H_X3_B17	N03
MCF10A-trt_cp-12751	-666	BRD-K54997624-001-05-2	0.37	um	BRD-K54997624	alpelisib	trt_cp	24	h	LJP005_MCF10A_24H_X3_B17	N04
MCF10A-trt_cp-12752	-666	BRD-K54997624-001-05-2	0.12	um	BRD-K54997624	alpelisib	trt_cp	24	h	LJP005_MCF10A_24H_X3_B17	N05
MCF10A-trt_cp-12753	-666	BRD-K54997624-001-05-2	0.04	um	BRD-K54997624	alpelisib	trt_cp	24	h	LJP005_MCF10A_24H_X3_B17	N06
MCF10A-trt_cp-12812	-666	BRD-K12343256-001-06-3	10	um	BRD-K12343256	trametinib	trt_cp	24	h	LJP005_MCF10A_24H_X3_B17	P19
MCF10A-trt_cp-12813	-666	BRD-K12343256-001-06-3	3.33	um	BRD-K12343256	trametinib	trt_cp	24	h	LJP005_MCF10A_24H_X3_B17	P20
MCF10A-trt_cp-12814	-666	BRD-K12343256-001-06-3	1.11	um	BRD-K12343256	trametinib	trt_cp	24	h	LJP005_MCF10A_24H_X3_B17	P21
MCF10A-trt_cp-12815	-666	BRD-K12343256-001-06-3	0.37	um	BRD-K12343256	trametinib	trt_cp	24	h	LJP005_MCF10A_24H_X3_B17	P22
MCF10A-trt_cp-12816	-666	BRD-K12343256-001-06-3	0.12	um	BRD-K12343256	trametinib	trt_cp	24	h	LJP005_MCF10A_24H_X3_B17	P23
MCF10A-trt_cp-12822	-666	BRD-K85606544-001-08-3	10	um	BRD-K85606544	neratinib	trt_cp	3	h	LJP005_MCF10A_3H_X1_B17	A13
MCF10A-trt_cp-12823	-666	BRD-K85606544-001-08-3	3.33	um	BRD-K85606544	neratinib	trt_cp	3	h	LJP005_MCF10A_3H_X1_B17	A14
MCF10A-trt_cp-12824	-666	BRD-K85606544-001-08-3	1.11	um	BRD-K85606544	neratinib	trt_cp	3	h	LJP005_MCF10A_3H_X1_B17	A15
MCF10A-trt_cp-12825	-666	BRD-K85606544-001-08-3	0.37	um	BRD-K85606544	neratinib	trt_cp	3	h	LJP005_MCF10A_3H_X1_B17	A16
MCF10A-trt_cp-12826	-666	BRD-K85606544-001-08-3	0.12	um	BRD-K85606544	neratinib	trt_cp	3	h	LJP005_MCF10A_3H_X1_B17	A17
MCF10A-trt_cp-12827	-666	BRD-K85606544-001-08-3	0.04	um	BRD-K85606544	neratinib	trt_cp	3	h	LJP005_MCF10A_3H_X1_B17	A18
MCF10A-trt_cp-12873	-666	BRD-K49328571-001-11-9	10	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP005_MCF10A_3H_X1_B17	D01
MCF10A-trt_cp-12874	-666	BRD-K49328571-001-11-9	3.33	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP005_MCF10A_3H_X1_B17	D02
MCF10A-trt_cp-12875	-666	BRD-K49328571-001-11-9	1.11	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP005_MCF10A_3H_X1_B17	D03
MCF10A-trt_cp-12876	-666	BRD-K49328571-001-11-9	0.37	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP005_MCF10A_3H_X1_B17	D04
MCF10A-trt_cp-12877	-666	BRD-K49328571-001-11-9	0.12	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP005_MCF10A_3H_X1_B17	D05
MCF10A-trt_cp-12878	-666	BRD-K49328571-001-11-9	0.04	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP005_MCF10A_3H_X1_B17	D06
MCF10A-trt_cp-13085	-666	BRD-K54997624-001-05-2	10	um	BRD-K54997624	alpelisib	trt_cp	3	h	LJP005_MCF10A_3H_X1_B17	N01
MCF10A-trt_cp-13086	-666	BRD-K54997624-001-05-2	3.33	um	BRD-K54997624	alpelisib	trt_cp	3	h	LJP005_MCF10A_3H_X1_B17	N02
MCF10A-trt_cp-13087	-666	BRD-K54997624-001-05-2	1.11	um	BRD-K54997624	alpelisib	trt_cp	3	h	LJP005_MCF10A_3H_X1_B17	N03
MCF10A-trt_cp-13088	-666	BRD-K54997624-001-05-2	0.37	um	BRD-K54997624	alpelisib	trt_cp	3	h	LJP005_MCF10A_3H_X1_B17	N04
MCF10A-trt_cp-13089	-666	BRD-K54997624-001-05-2	0.12	um	BRD-K54997624	alpelisib	trt_cp	3	h	LJP005_MCF10A_3H_X1_B17	N05
MCF10A-trt_cp-13090	-666	BRD-K54997624-001-05-2	0.04	um	BRD-K54997624	alpelisib	trt_cp	3	h	LJP005_MCF10A_3H_X1_B17	N06
MCF10A-trt_cp-13148	-666	BRD-K12343256-001-06-3	10	um	BRD-K12343256	trametinib	trt_cp	3	h	LJP005_MCF10A_3H_X1_B17	P19
MCF10A-trt_cp-13149	-666	BRD-K12343256-001-06-3	3.33	um	BRD-K12343256	trametinib	trt_cp	3	h	LJP005_MCF10A_3H_X1_B17	P20
MCF10A-trt_cp-13150	-666	BRD-K12343256-001-06-3	1.11	um	BRD-K12343256	trametinib	trt_cp	3	h	LJP005_MCF10A_3H_X1_B17	P21
MCF10A-trt_cp-13151	-666	BRD-K12343256-001-06-3	0.12	um	BRD-K12343256	trametinib	trt_cp	3	h	LJP005_MCF10A_3H_X1_B17	P23
MCF10A-trt_cp-13152	-666	BRD-K12343256-001-06-3	0.04	um	BRD-K12343256	trametinib	trt_cp	3	h	LJP005_MCF10A_3H_X1_B17	P24
MCF10A-trt_cp-13163	-666	BRD-K85606544-001-08-3	10	um	BRD-K85606544	neratinib	trt_cp	3	h	LJP005_MCF10A_3H_X2.A2_B17	A13
MCF10A-trt_cp-13164	-666	BRD-K85606544-001-08-3	3.33	um	BRD-K85606544	neratinib	trt_cp	3	h	LJP005_MCF10A_3H_X2.A2_B17	A14
MCF10A-trt_cp-13165	-666	BRD-K85606544-001-08-3	1.11	um	BRD-K85606544	neratinib	trt_cp	3	h	LJP005_MCF10A_3H_X2.A2_B17	A15
MCF10A-trt_cp-13166	-666	BRD-K85606544-001-08-3	0.37	um	BRD-K85606544	neratinib	trt_cp	3	h	LJP005_MCF10A_3H_X2.A2_B17	A16
MCF10A-trt_cp-13167	-666	BRD-K85606544-001-08-3	0.12	um	BRD-K85606544	neratinib	trt_cp	3	h	LJP005_MCF10A_3H_X2.A2_B17	A17
MCF10A-trt_cp-13168	-666	BRD-K85606544-001-08-3	0.04	um	BRD-K85606544	neratinib	trt_cp	3	h	LJP005_MCF10A_3H_X2.A2_B17	A18
MCF10A-trt_cp-13221	-666	BRD-K49328571-001-11-9	10	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP005_MCF10A_3H_X2.A2_B17	D01
MCF10A-trt_cp-13222	-666	BRD-K49328571-001-11-9	3.33	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP005_MCF10A_3H_X2.A2_B17	D02
MCF10A-trt_cp-13223	-666	BRD-K49328571-001-11-9	1.11	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP005_MCF10A_3H_X2.A2_B17	D03
MCF10A-trt_cp-13224	-666	BRD-K49328571-001-11-9	0.37	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP005_MCF10A_3H_X2.A2_B17	D04
MCF10A-trt_cp-13225	-666	BRD-K49328571-001-11-9	0.12	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP005_MCF10A_3H_X2.A2_B17	D05
MCF10A-trt_cp-13226	-666	BRD-K49328571-001-11-9	0.04	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP005_MCF10A_3H_X2.A2_B17	D06
MCF10A-trt_cp-13461	-666	BRD-K54997624-001-05-2	10	um	BRD-K54997624	alpelisib	trt_cp	3	h	LJP005_MCF10A_3H_X2.A2_B17	N01
MCF10A-trt_cp-13462	-666	BRD-K54997624-001-05-2	3.33	um	BRD-K54997624	alpelisib	trt_cp	3	h	LJP005_MCF10A_3H_X2.A2_B17	N02
MCF10A-trt_cp-13463	-666	BRD-K54997624-001-05-2	1.11	um	BRD-K54997624	alpelisib	trt_cp	3	h	LJP005_MCF10A_3H_X2.A2_B17	N03
MCF10A-trt_cp-13464	-666	BRD-K54997624-001-05-2	0.37	um	BRD-K54997624	alpelisib	trt_cp	3	h	LJP005_MCF10A_3H_X2.A2_B17	N04
MCF10A-trt_cp-13465	-666	BRD-K54997624-001-05-2	0.12	um	BRD-K54997624	alpelisib	trt_cp	3	h	LJP005_MCF10A_3H_X2.A2_B17	N05
MCF10A-trt_cp-13466	-666	BRD-K54997624-001-05-2	0.04	um	BRD-K54997624	alpelisib	trt_cp	3	h	LJP005_MCF10A_3H_X2.A2_B17	N06
MCF10A-trt_cp-13527	-666	BRD-K12343256-001-06-3	10	um	BRD-K12343256	trametinib	trt_cp	3	h	LJP005_MCF10A_3H_X2.A2_B17	P19
MCF10A-trt_cp-13528	-666	BRD-K12343256-001-06-3	3.33	um	BRD-K12343256	trametinib	trt_cp	3	h	LJP005_MCF10A_3H_X2.A2_B17	P20
MCF10A-trt_cp-13529	-666	BRD-K12343256-001-06-3	1.11	um	BRD-K12343256	trametinib	trt_cp	3	h	LJP005_MCF10A_3H_X2.A2_B17	P21
MCF10A-trt_cp-13530	-666	BRD-K12343256-001-06-3	0.37	um	BRD-K12343256	trametinib	trt_cp	3	h	LJP005_MCF10A_3H_X2.A2_B17	P22
MCF10A-trt_cp-13531	-666	BRD-K12343256-001-06-3	0.12	um	BRD-K12343256	trametinib	trt_cp	3	h	LJP005_MCF10A_3H_X2.A2_B17	P23
MCF10A-trt_cp-13532	-666	BRD-K12343256-001-06-3	0.04	um	BRD-K12343256	trametinib	trt_cp	3	h	LJP005_MCF10A_3H_X2.A2_B17	P24
MCF10A-trt_cp-13535	-666	BRD-K49328571-001-11-9	0.12	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP005_MCF10A_3H_X2_B17	D05
MCF10A-trt_cp-13565	-666	BRD-K85606544-001-08-3	10	um	BRD-K85606544	neratinib	trt_cp	3	h	LJP005_MCF10A_3H_X3_B17	A13
MCF10A-trt_cp-13566	-666	BRD-K85606544-001-08-3	3.33	um	BRD-K85606544	neratinib	trt_cp	3	h	LJP005_MCF10A_3H_X3_B17	A14
MCF10A-trt_cp-13567	-666	BRD-K85606544-001-08-3	1.11	um	BRD-K85606544	neratinib	trt_cp	3	h	LJP005_MCF10A_3H_X3_B17	A15
MCF10A-trt_cp-13568	-666	BRD-K85606544-001-08-3	0.37	um	BRD-K85606544	neratinib	trt_cp	3	h	LJP005_MCF10A_3H_X3_B17	A16
MCF10A-trt_cp-13569	-666	BRD-K85606544-001-08-3	0.12	um	BRD-K85606544	neratinib	trt_cp	3	h	LJP005_MCF10A_3H_X3_B17	A17
MCF10A-trt_cp-13570	-666	BRD-K85606544-001-08-3	0.04	um	BRD-K85606544	neratinib	trt_cp	3	h	LJP005_MCF10A_3H_X3_B17	A18
MCF10A-trt_cp-13622	-666	BRD-K49328571-001-11-9	10	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP005_MCF10A_3H_X3_B17	D01
MCF10A-trt_cp-13623	-666	BRD-K49328571-001-11-9	3.33	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP005_MCF10A_3H_X3_B17	D02
MCF10A-trt_cp-13624	-666	BRD-K49328571-001-11-9	1.11	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP005_MCF10A_3H_X3_B17	D03
MCF10A-trt_cp-13625	-666	BRD-K49328571-001-11-9	0.37	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP005_MCF10A_3H_X3_B17	D04
MCF10A-trt_cp-13626	-666	BRD-K49328571-001-11-9	0.12	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP005_MCF10A_3H_X3_B17	D05
MCF10A-trt_cp-13627	-666	BRD-K49328571-001-11-9	0.04	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP005_MCF10A_3H_X3_B17	D06
MCF10A-trt_cp-13859	-666	BRD-K54997624-001-05-2	10	um	BRD-K54997624	alpelisib	trt_cp	3	h	LJP005_MCF10A_3H_X3_B17	N01
MCF10A-trt_cp-13860	-666	BRD-K54997624-001-05-2	3.33	um	BRD-K54997624	alpelisib	trt_cp	3	h	LJP005_MCF10A_3H_X3_B17	N02
MCF10A-trt_cp-13861	-666	BRD-K54997624-001-05-2	1.11	um	BRD-K54997624	alpelisib	trt_cp	3	h	LJP005_MCF10A_3H_X3_B17	N03
MCF10A-trt_cp-13862	-666	BRD-K54997624-001-05-2	0.37	um	BRD-K54997624	alpelisib	trt_cp	3	h	LJP005_MCF10A_3H_X3_B17	N04
MCF10A-trt_cp-13863	-666	BRD-K54997624-001-05-2	0.12	um	BRD-K54997624	alpelisib	trt_cp	3	h	LJP005_MCF10A_3H_X3_B17	N05
MCF10A-trt_cp-13864	-666	BRD-K54997624-001-05-2	0.04	um	BRD-K54997624	alpelisib	trt_cp	3	h	LJP005_MCF10A_3H_X3_B17	N06
MCF10A-trt_cp-13925	-666	BRD-K12343256-001-06-3	10	um	BRD-K12343256	trametinib	trt_cp	3	h	LJP005_MCF10A_3H_X3_B17	P19
MCF10A-trt_cp-13926	-666	BRD-K12343256-001-06-3	3.33	um	BRD-K12343256	trametinib	trt_cp	3	h	LJP005_MCF10A_3H_X3_B17	P20
MCF10A-trt_cp-13927	-666	BRD-K12343256-001-06-3	1.11	um	BRD-K12343256	trametinib	trt_cp	3	h	LJP005_MCF10A_3H_X3_B17	P21
MCF10A-trt_cp-13928	-666	BRD-K12343256-001-06-3	0.37	um	BRD-K12343256	trametinib	trt_cp	3	h	LJP005_MCF10A_3H_X3_B17	P22
MCF10A-trt_cp-38225	-666	BRD-K51313569-001-05-2	10	um	BRD-K51313569	palbociclib	trt_cp	24	h	LJP006_MCF10A_24H_X1_B17	E13
MCF10A-trt_cp-38226	-666	BRD-K51313569-001-05-2	3.33	um	BRD-K51313569	palbociclib	trt_cp	24	h	LJP006_MCF10A_24H_X1_B17	E14
MCF10A-trt_cp-38227	-666	BRD-K51313569-001-05-2	1.11	um	BRD-K51313569	palbociclib	trt_cp	24	h	LJP006_MCF10A_24H_X1_B17	E15
MCF10A-trt_cp-38228	-666	BRD-K51313569-001-05-2	0.37	um	BRD-K51313569	palbociclib	trt_cp	24	h	LJP006_MCF10A_24H_X1_B17	E16
MCF10A-trt_cp-38229	-666	BRD-K51313569-001-05-2	0.12	um	BRD-K51313569	palbociclib	trt_cp	24	h	LJP006_MCF10A_24H_X1_B17	E17
MCF10A-trt_cp-38230	-666	BRD-K51313569-001-05-2	0.04	um	BRD-K51313569	palbociclib	trt_cp	24	h	LJP006_MCF10A_24H_X1_B17	E18
MCF10A-trt_cp-38300	-666	BRD-K49328571-001-11-9	10	um	BRD-K49328571	dasatinib	trt_cp	24	h	LJP006_MCF10A_24H_X1_B17	I01
MCF10A-trt_cp-38301	-666	BRD-K49328571-001-11-9	3.33	um	BRD-K49328571	dasatinib	trt_cp	24	h	LJP006_MCF10A_24H_X1_B17	I02
MCF10A-trt_cp-38302	-666	BRD-K49328571-001-11-9	1.11	um	BRD-K49328571	dasatinib	trt_cp	24	h	LJP006_MCF10A_24H_X1_B17	I03
MCF10A-trt_cp-38303	-666	BRD-K49328571-001-11-9	0.37	um	BRD-K49328571	dasatinib	trt_cp	24	h	LJP006_MCF10A_24H_X1_B17	I04
MCF10A-trt_cp-38304	-666	BRD-K49328571-001-11-9	0.12	um	BRD-K49328571	dasatinib	trt_cp	24	h	LJP006_MCF10A_24H_X1_B17	I05
MCF10A-trt_cp-38305	-666	BRD-K49328571-001-11-9	0.04	um	BRD-K49328571	dasatinib	trt_cp	24	h	LJP006_MCF10A_24H_X1_B17	I06
MCF10A-trt_cp-38578	-666	BRD-K51313569-001-05-2	10	um	BRD-K51313569	palbociclib	trt_cp	24	h	LJP006_MCF10A_24H_X2_B17	E13
MCF10A-trt_cp-38579	-666	BRD-K51313569-001-05-2	3.33	um	BRD-K51313569	palbociclib	trt_cp	24	h	LJP006_MCF10A_24H_X2_B17	E14
MCF10A-trt_cp-38580	-666	BRD-K51313569-001-05-2	1.11	um	BRD-K51313569	palbociclib	trt_cp	24	h	LJP006_MCF10A_24H_X2_B17	E15
MCF10A-trt_cp-38581	-666	BRD-K51313569-001-05-2	0.37	um	BRD-K51313569	palbociclib	trt_cp	24	h	LJP006_MCF10A_24H_X2_B17	E16
MCF10A-trt_cp-38582	-666	BRD-K51313569-001-05-2	0.12	um	BRD-K51313569	palbociclib	trt_cp	24	h	LJP006_MCF10A_24H_X2_B17	E17
MCF10A-trt_cp-38583	-666	BRD-K51313569-001-05-2	0.04	um	BRD-K51313569	palbociclib	trt_cp	24	h	LJP006_MCF10A_24H_X2_B17	E18
MCF10A-trt_cp-38658	-666	BRD-K49328571-001-11-9	10	um	BRD-K49328571	dasatinib	trt_cp	24	h	LJP006_MCF10A_24H_X2_B17	I01
MCF10A-trt_cp-38659	-666	BRD-K49328571-001-11-9	3.33	um	BRD-K49328571	dasatinib	trt_cp	24	h	LJP006_MCF10A_24H_X2_B17	I02
MCF10A-trt_cp-38660	-666	BRD-K49328571-001-11-9	1.11	um	BRD-K49328571	dasatinib	trt_cp	24	h	LJP006_MCF10A_24H_X2_B17	I03
MCF10A-trt_cp-38661	-666	BRD-K49328571-001-11-9	0.37	um	BRD-K49328571	dasatinib	trt_cp	24	h	LJP006_MCF10A_24H_X2_B17	I04
MCF10A-trt_cp-38662	-666	BRD-K49328571-001-11-9	0.12	um	BRD-K49328571	dasatinib	trt_cp	24	h	LJP006_MCF10A_24H_X2_B17	I05
MCF10A-trt_cp-38663	-666	BRD-K49328571-001-11-9	0.04	um	BRD-K49328571	dasatinib	trt_cp	24	h	LJP006_MCF10A_24H_X2_B17	I06
MCF10A-trt_cp-38943	-666	BRD-K51313569-001-05-2	10	um	BRD-K51313569	palbociclib	trt_cp	24	h	LJP006_MCF10A_24H_X3_B17	E13
MCF10A-trt_cp-38944	-666	BRD-K51313569-001-05-2	3.33	um	BRD-K51313569	palbociclib	trt_cp	24	h	LJP006_MCF10A_24H_X3_B17	E14
MCF10A-trt_cp-38945	-666	BRD-K51313569-001-05-2	1.11	um	BRD-K51313569	palbociclib	trt_cp	24	h	LJP006_MCF10A_24H_X3_B17	E15
