cell_line	agent	concentration	GRvalue	cell_count	cell_count__ctrl	cell_count__time0	Replicate
MCF10A-GM (Broad)	Paclitaxel	0.0031737	0.57917	7093.5	15647.25	1536	MCF10A-GM (Broad) R1
MCF10A-GM (Broad)	Paclitaxel	0.010029	0.090303	2051.75	15647.25	1536	MCF10A-GM (Broad) R1
MCF10A-GM (Broad)	Paclitaxel	0.031691	-0.24092	610.25	15647.25	1536	MCF10A-GM (Broad) R1
MCF10A-GM (Broad)	Paclitaxel	0.10014	-0.33681	388.25	15647.25	1536	MCF10A-GM (Broad) R1
MCF10A-GM (Broad)	Paclitaxel	0.31646	-0.36132	342.25	15647.25	1536	MCF10A-GM (Broad) R1
MCF10A-GM (Broad)	Paclitaxel	1	-0.35745	349.25	15647.25	1536	MCF10A-GM (Broad) R1
MCF10A-GM (Broad)	Palbociclib	0.00031783	0.99006	15388.25	15647.25	1536	MCF10A-GM (Broad) R1
MCF10A-GM (Broad)	Palbociclib	0.0010043	0.99986	15643.5	15647.25	1536	MCF10A-GM (Broad) R1
MCF10A-GM (Broad)	Palbociclib	0.0031737	0.9838	15226.75	15647.25	1536	MCF10A-GM (Broad) R1
MCF10A-GM (Broad)	Palbociclib	0.010029	1.0059	15802.25	15647.25	1536	MCF10A-GM (Broad) R1
MCF10A-GM (Broad)	Palbociclib	0.031691	0.99029	15394.25	15647.25	1536	MCF10A-GM (Broad) R1
MCF10A-GM (Broad)	Palbociclib	0.10014	0.91271	13475.25	15647.25	1536	MCF10A-GM (Broad) R1
MCF10A-GM (Broad)	Palbociclib	0.31646	0.82828	11584.75	15647.25	1536	MCF10A-GM (Broad) R1
MCF10A-GM (Broad)	Palbociclib	1	0.74286	9869.5	15647.25	1536	MCF10A-GM (Broad) R1
MCF10A-GM (Broad)	Palbociclib	3.16	0.56709	6913.5	15647.25	1536	MCF10A-GM (Broad) R1
MCF10A-GM (Broad)	Trametinib	0.00010058	0.87422	12588.5	15647.25	1536	MCF10A-GM (Broad) R1
MCF10A-GM (Broad)	Trametinib	0.00031783	0.72071	9455.75	15647.25	1536	MCF10A-GM (Broad) R1
MCF10A-GM (Broad)	Trametinib	0.0010043	0.51304	6146.75	15647.25	1536	MCF10A-GM (Broad) R1
MCF10A-GM (Broad)	Trametinib	0.0031737	0.35894	4289.75	15647.25	1536	MCF10A-GM (Broad) R1
MCF10A-GM (Broad)	Trametinib	0.010029	0.24628	3210.5	15647.25	1536	MCF10A-GM (Broad) R1
MCF10A-GM (Broad)	Trametinib	0.031691	0.22135	3024.5	16085.5	1536	MCF10A-GM (Broad) R1
MCF10A-GM (Broad)	Trametinib	0.10014	0.2322	3116.5	16085.5	1536	MCF10A-GM (Broad) R1
MCF10A-GM (Broad)	Trametinib	0.31646	0.20715	2907	16085.5	1536	MCF10A-GM (Broad) R1
MCF10A-GM (Broad)	Trametinib	1	0.22692	3071.5	16085.5	1536	MCF10A-GM (Broad) R1
MCF10A-GM (Broad)	Vorinostat	0.0010058	1.0042	15756.5	15647.25	1536	MCF10A-GM (Broad) R1
MCF10A-GM (Broad)	Vorinostat	0.0031783	1.0263	16346.75	15647.25	1536	MCF10A-GM (Broad) R1
MCF10A-GM (Broad)	Vorinostat	0.010043	1.0194	16162.5	15647.25	1536	MCF10A-GM (Broad) R1
MCF10A-GM (Broad)	Vorinostat	0.031737	1.0476	16930.25	15647.25	1536	MCF10A-GM (Broad) R1
MCF10A-GM (Broad)	Vorinostat	0.10029	1.0313	16481.25	15647.25	1536	MCF10A-GM (Broad) R1
MCF10A-GM (Broad)	Vorinostat	0.31691	0.99462	15506.75	15647.25	1536	MCF10A-GM (Broad) R1
MCF10A-GM (Broad)	Vorinostat	1.0014	0.70308	9135.25	15647.25	1536	MCF10A-GM (Broad) R1
MCF10A-GM (Broad)	Vorinostat	3.1646	0.245	3199.5	15647.25	1536	MCF10A-GM (Broad) R1
MCF10A-GM (Broad)	Vorinostat	10	0.076082	1963.5	15647.25	1536	MCF10A-GM (Broad) R1
MCF10A-GM (HMS)	Alpelisib	0.0033333	1.004	18893	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Alpelisib	0.01	1.0149	19324.75	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Alpelisib	0.031667	0.99326	18487.75	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Alpelisib	0.1	0.96678	17484.5	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Alpelisib	0.31623	0.93874	16471	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Alpelisib	0.56234	0.91631	15690.25	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Alpelisib	1	0.89815	15083	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Alpelisib	1.7783	0.83719	13166.75	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Alpelisib	3.1623	0.80464	12213.5	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Alpelisib	5.6234	0.70679	9690.75	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Alpelisib	10	0.57934	7033.5	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Dasatinib	0.0010833	0.97543	17801.75	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Dasatinib	0.0033333	0.94705	16759.25	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Dasatinib	0.01	0.94041	16528.75	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Dasatinib	0.018333	0.89263	14889.5	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Dasatinib	0.031667	0.86881	14132	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Dasatinib	0.056667	0.80649	12262.25	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Dasatinib	0.1	0.69155	9335.75	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Dasatinib	0.17783	0.494	5572.75	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Dasatinib	0.31623	0.38719	4111.3333	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Dasatinib	0.56234	0.2759	2886.25	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Dasatinib	1	0.24682	2621.75	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Dasatinib	1.7783	0.11556	1647.25	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Dasatinib	3.1623	0.004452	1066	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Dasatinib	10	-0.14837	535	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Etoposide	0.0010833	0.99683	18618.5	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Etoposide	0.0033333	0.98324	18106.25	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Etoposide	0.01	0.97758	17887.75	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Etoposide	0.018333	0.9763	17830.25	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Etoposide	0.031667	0.93745	16422.5	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Etoposide	0.056667	0.87461	14333	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Etoposide	0.1	0.80495	12230.5	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Etoposide	0.17783	0.67606	8983.25	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Etoposide	0.31623	0.57249	6900	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Etoposide	0.56234	0.35218	3676.25	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Etoposide	1	0.14042	1805.5	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Etoposide	1.7783	0.052156	1292.75	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Etoposide	3.1623	0.038594	1224.5	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Etoposide	10	0.026591	1165.75	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Neratinib	0.00043333	0.98712	18253.75	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Neratinib	0.0013333	1.0019	18813.5	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Neratinib	0.0033333	0.99849	18695.5	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Neratinib	0.0053333	1.0054	18949.25	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Neratinib	0.01	1.002	18814.25	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Neratinib	0.018	0.9715	17648.25	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Neratinib	0.031623	0.91713	15725	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Neratinib	0.056234	0.78977	11834.25	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Neratinib	0.1	0.59177	7245.6667	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Neratinib	0.17783	0.4865	5464.75	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Neratinib	0.31623	0.24035	2573.25	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Neratinib	0.56234	0.1194	1674.75	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Neratinib	1	0.096021	1530	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Neratinib	3.1623	0.039116	1239.75	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Paclitaxel	4.3333e-05	1.0045	18913	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Paclitaxel	0.00013333	1.0035	18876	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Paclitaxel	0.0002	0.99889	18705.75	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Paclitaxel	0.00033333	0.9811	18024.5	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Paclitaxel	0.00053333	1.0111	19175.25	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Paclitaxel	0.001	0.89293	14897	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Paclitaxel	0.0018	0.65771	8583.5	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Paclitaxel	0.0031623	0.22379	2427.8333	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Paclitaxel	0.0056234	0.042409	1244.25	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Paclitaxel	0.01	-0.1131	639.75	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Paclitaxel	0.017783	-0.19772	417.75	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Paclitaxel	0.031623	-0.2231	368.25	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Paclitaxel	0.1	-0.30888	224.25	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Paclitaxel	0.31623	-0.32033	210	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Palbociclib	0.0010833	0.99745	18642.25	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Palbociclib	0.0033333	0.98492	18161.5	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Palbociclib	0.01	0.99105	18394.25	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Palbociclib	0.031667	0.99326	18478.5	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Palbociclib	0.056667	0.98077	18025.25	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Palbociclib	0.1	0.96027	17250.75	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Palbociclib	0.17783	0.95989	17222.75	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Palbociclib	0.31623	0.7968	12044	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Palbociclib	0.56234	0.76372	11115	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Palbociclib	1	0.69511	9411.8333	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Palbociclib	1.7783	0.60786	7564.5	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Palbociclib	3.1623	0.52646	6079.25	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Palbociclib	5.6234	0.47545	5279.75	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Palbociclib	10	0.39456	4179.75	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Trametinib	0.00021667	0.97609	17898.25	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Trametinib	0.00033333	0.95977	17235	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Trametinib	0.00066667	0.90331	15257.5	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Trametinib	0.001	0.88794	14749.75	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Trametinib	0.0016667	0.76436	11115.5	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Trametinib	0.003	0.65194	8471	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Trametinib	0.0056667	0.46139	5083.5	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Trametinib	0.01	0.32398	3361	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Trametinib	0.017783	0.23689	2531.75	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Trametinib	0.031623	0.1926	2174.75	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Trametinib	0.1	0.17323	2034	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Trametinib	0.31623	0.1623	1956.75	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Trametinib	1	0.16637	1982.5	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Vorinostat	0.0033333	1.0003	18758.75	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Vorinostat	0.01	0.97559	17828.25	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Vorinostat	0.031667	1.0055	18954.5	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Vorinostat	0.1	0.98051	17994.75	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Vorinostat	0.17783	0.95214	16937	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Vorinostat	0.31623	0.89006	14827	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Vorinostat	0.56234	0.7798	11526.5	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Vorinostat	1	0.6045	7494	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Vorinostat	1.7783	0.34993	3647.75	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Vorinostat	3.1623	0.16142	1950.8333	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Vorinostat	5.6234	0.067265	1369.5	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Vorinostat	10	0.041615	1240.75	18740.0625	1044.0667	MCF10A-GM (HMS) R1
MCF10A-GM (HMS)	Alpelisib	0.0033333	0.97109	7434.75	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Alpelisib	0.01	1.0004	7886.25	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Alpelisib	0.031667	0.97248	7452.75	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Alpelisib	0.1	0.93985	6972.5	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Alpelisib	0.31623	0.89139	6293.25	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Alpelisib	0.56234	0.8259	5493.75	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Alpelisib	1	0.79241	5093.5	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Alpelisib	1.7783	0.6767	3887	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Alpelisib	3.1623	0.64591	3620.5	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Alpelisib	5.6234	0.45858	2244.5	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Alpelisib	10	0.3135	1472.02	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Dasatinib	0.0010833	0.96118	7299.75	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Dasatinib	0.0033333	0.94254	7010	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Dasatinib	0.01	0.90119	6425.75	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Dasatinib	0.018333	0.84495	5701.75	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Dasatinib	0.031667	0.87631	6101	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Dasatinib	0.056667	0.74063	4521.25	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Dasatinib	0.1	0.47966	2357.25	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Dasatinib	0.17783	0.1466	852.25	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Dasatinib	0.31623	0.036656	569	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Dasatinib	0.56234	-0.03217	431.5	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Dasatinib	1	-0.011465	469.75	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Dasatinib	1.7783	-0.1215	293.75	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Dasatinib	3.1623	-0.16858	237	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Dasatinib	10	-0.1824	219.5	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Etoposide	0.0010833	1.0008	7891.25	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Etoposide	0.0033333	0.98767	7678.5	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Etoposide	0.01	0.96273	7313	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Etoposide	0.018333	0.96267	7308	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Etoposide	0.031667	0.89252	6319.25	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Etoposide	0.056667	0.81378	5326.5	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Etoposide	0.1	0.74255	4535	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Etoposide	0.17783	0.62143	3404.25	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Etoposide	0.31623	0.46098	2246.6667	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Etoposide	0.56234	0.25805	1243	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Etoposide	1	0.092168	699	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Etoposide	1.7783	0.047801	594.5	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Etoposide	3.1623	0.047629	592.25	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Etoposide	10	0.010225	525.5	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Neratinib	0.00043333	1.0068	7978.25	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Neratinib	0.0013333	1.0082	8001.25	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Neratinib	0.0033333	0.99558	7805	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Neratinib	0.0053333	1.0156	8136	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Neratinib	0.01	0.96184	7301.5	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Neratinib	0.018	0.88868	6277.75	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Neratinib	0.031623	0.84309	5677.5	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Neratinib	0.056234	0.61956	3395.5	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Neratinib	0.1	0.39398	1861.3333	7872.3125	491.1083	MCF10A-GM (HMS) R2
