	1_up_0.04	1_up_0.12	1_up_0.37	1_up_01.11	1_up_03.33	1_up_10.0	2_down_0.04	2_down_0.12	2_down_0.37	2_down_01.11	2_down_03.33	2_down_10.0
SOX2_16153702_ChIP-ChIP_HESC_Human	0.0	2.20285739554	0.0	19.2383332878	21.1242715768	2.41843821591	-0.9062559132	-4.34674117177	-19.3121611213	-24.7365296452	-19.4601947523	-0.0
STAT5_23275557_ChIP-Seq_MAMMARY-EPITHELIUM_Mouse	1.39041557264	7.76020963739	0.0	24.9572648925	15.3239805764	8.08183271968	-4.16582317968	-0.0	-0.0	-0.0	-0.0	-0.922054472796
CCND1_20090754_ChIP-ChIP_RETINA_Mouse	36.0736723588	3.34323309217	22.5093125845	25.5359462135	65.9180377495	35.0546726134	-0.980721725761	-3.26299344892	-3.517833554	-0.0	-12.436930636	-29.4449604728
MYC_19915707_ChIP-ChIP_AK7_Human	0.0	0.0	2.83515471791	0.0	0.0	5.94817083465	-0.0	-0.0	-0.0	-22.4493762121	-0.0	-0.0
TCF4_23295773_ChIP-Seq_U87_Human	0.0	13.0904766204	24.1715113066	13.8125301584	16.000331847	14.5481553717	-14.4587303939	-2.74690213423	-0.0	-20.3034527384	-0.0	-0.0
TP53_23651856_ChIP-Seq_MEF_Mouse	0.924190797759	0.0	0.0	20.4020241911	9.61235603989	3.7914185291	-8.55576767313	-0.0	-3.04352363178	-0.0	-22.6714800071	-15.4920463537
NKX2-5_21415370_ChIP-Seq_HL-1_Mouse	0.773928594337	0.0	3.03116935371	10.43444931	13.8408292198	0.0	-3.00894037223	-0.551310775073	-5.01043736899	-25.7844746765	-19.9924990711	-10.0001566282
MYCN_18555785_ChIP-Seq_MESC_Mouse	11.7482282021	16.0044207436	14.4051784618	0.0	23.9667061198	36.3185073152	-11.6923606066	-0.209685224334	-37.2513410308	-4.15293721239	-0.0	-12.6539007901
DACH1_20351289_ChIP-Seq_MDA-MB-231_Human	17.3263101606	0.0	0.0	30.8501119675	17.7424076137	21.2886829318	-27.460018097	-29.3067326844	-49.4834084242	-37.5303062181	-39.7727595685	-40.0900404014
AR_21909140_ChIP-Seq_LNCAP _Human	2.89896193281	3.47344456647	2.4413536902	0.0	43.3083214457	8.01167474893	-3.27146487636	-2.12666685926	-3.00383503177	-9.49652154699	-8.06116351967	-0.0
STAT3_18555785_ChIP-Seq_MESC_Mouse	0.0	0.0	0.0	2.93684198392	17.2393267647	0.0	-0.0	-0.0	-5.53042735755	-3.94377635153	-5.76958389276	-0.0
PAX3-FKHR_20663909_ChIP-Seq_RHABDOMYOSARCOMA_Human	0.0	0.0	1.03963542143	0.831926232519	3.12797110523	0.0	-6.00308441694	-0.0	-0.0	-1.01727496904	-0.0	-0.0
PADI4_21655091_ChIP-ChIP_MCF7_Human	4.72514542395	18.7176571459	2.52673154603	11.1746232895	42.975870945	13.1784700967	-0.0	-3.17028389552	-0.0	-0.0	-0.0	-0.0
POU5F1_18700969_ChIP-ChIP_MESC_Mouse	0.227184328036	1.45575901829	0.0	0.0	0.0	7.02465153664	-0.345472346582	-9.17327580789	-0.0	-11.8926822581	-20.7728756513	-29.6714892157
SRF_21415370_ChIP-Seq_HL-1_Mouse	6.57976258057	0.930788461536	0.0	37.2507934534	12.4196928921	13.2713859223	-4.12730821866	-0.0	-15.3482417622	-0.50856976103	-0.0	-1.92989963209
E2F1_17053090_ChIP-ChIP_MCF7_Human	0.0	0.947137105764	0.0	4.80276412876	25.6447483159	0.0	-12.6489661013	-0.0	-14.7244639185	-0.0	-0.0	-0.0
KLF5_25053715_ChIP-Seq_YYC3_Human	0.0	1.16075998846	0.0	3.11374949602	1.2128726317	1.14730288489	-6.41591308987	-17.58881263	-2.39018072404	-9.78794081029	-4.29481791248	-12.7610387953
FOXM1_26100407__CHIP-SEQ_Hek293 flp-in	11.7132678628	5.76444560519	12.5537978078	0.0	35.4454860474	18.0398250887	-9.43455829916	-2.901682073	-0.0	-0.0	-0.0	-0.0
KLF4_18555785_ChIP-Seq_MESC_Mouse	0.0	1.71337251983	1.28294579388	0.0	0.0	6.62699132502	-12.2391394903	-15.2556304011	-25.8253182495	-28.5296870062	-38.7050378044	-28.4842101739
NFIB_24661679_ChIP-Seq_E16.5 LUNG_Mouse	0.0	0.0	0.0	1.67739557617	28.8725002172	0.0	-1.45278754723	-0.0	-0.0	-0.0	-0.0	-0.0
MEIS1_26253404_ChIP-Seq_OPTIC CUPS_Mouse	0.0	1.5132150669	45.5483969402	3.69099598552	35.0121729297	18.2918263928	-0.0	-0.0	-0.0	-11.2052768732	-0.0	-0.0
SOX2_21211035_ChIP-Seq_LN229_Gbm	1.66457924826	7.16472826666	19.6717059429	15.8198123866	36.7144251089	2.54503322215	-8.69125386858	-20.9948156509	-6.13089673555	-12.9970562919	-10.4903552483	-0.0
RARB_24833708_ChIP-Seq_LIVER_Mouse	0.0	0.0	0.0	0.0	3.48845516004	0.0	-0.0	-9.46442776952	-4.70629430714	-0.0	-0.0	-0.0
TCF3_18692474_ChIP-Seq_MESC_Mouse	0.0	0.0	0.0	0.0	3.13932790305	0.0	-3.61989386582	-4.48968522062	-8.58710513539	-10.0029297894	-14.4602408594	-9.40327310081
RCOR2_21632747_ChIP-Seq_MESC_Mouse	0.0	0.0	0.0	0.0	0.290054481161	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SOX11_23321250_ChIP-ChIP_Z138-A519-JVM2_Human	0.0	0.0	0.0	0.0	0.606306357685	0.0	-0.142344427977	-0.0	-2.61476450849	-0.0	-0.319646476407	-7.48104213202
CEBPD_23245923_ChIP-Seq_MEF_Mouse	0.0	0.0	0.0	0.0	17.0959399466	0.0	-3.76713676107	-5.82080046371	-6.05770989141	-30.3954518599	-0.608124805749	-6.75625738204
POU5F1_18347094_ChIP-ChIP_MESC_Mouse	1.98653404489	0.0	0.0	0.258725388368	0.0	8.44720025867	-0.0	-17.1481207243	-29.3626232206	-25.9253313117	-12.2698339896	-19.7131854669
E2F4_17652178_ChIP-ChIP_JURKAT_Human	20.6452126661	2.17617358217	8.96784981605	11.1117858583	75.7765507686	14.0195311793	-1.78531233505	-6.21046201566	-42.18267022	-4.91425018109	-0.0	-2.07005757102
SOX2_19030024_ChIP-ChIP_MESC_Mouse	0.275888194696	0.0	0.0	0.0	8.60206788142	0.0	-13.3568328521	-12.3409240224	-0.0	-7.83996100045	-0.0	-0.985940786848
TEAD4_22529382_ChIP-Seq_TROPHECTODERM_Mouse	0.0	8.25121255606	23.7633624824	0.0	8.96650305131	22.4838089539	-10.9149037553	-0.0	-1.06383541023	-0.0	-0.0	-0.0322130761754
CEBPA_26348894_ChIP-Seq_LIVER_Mouse	0.0	0.0	6.27492266455	0.0	19.0596400046	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
BACH1_22875853_ChIP-PCR_HELA AND SCP4_Human	12.5164671251	3.07199331828	7.67658823298	1.44683667514	15.0186429726	17.626998117	-0.570090298445	-0.0	-0.0	-11.1524485173	-8.31076865211	-6.51164102392
EOMES_21245162_ChIP-Seq_HESC_Human	2.32147080207	0.0	16.1875961043	0.0	2.99048674523	17.023483998	-2.21658907619	-31.2246861913	-11.5683866459	-5.7851020669	-10.2265828166	-0.139223526223
FOXO1_25302145_ChIP-Seq_T-LYMPHOCYTE_Mouse	20.203566668	0.0	0.0	2.47015602824	20.387588084	25.4241211661	-8.32604985053	-13.3773784104	-0.0	-1.46543323909	-3.35551129605	-11.5868634104
EST1_17652178_ChIP-ChIP_JURKAT_Human	4.19793725134	0.0	0.0	9.44856429167	0.0	7.77578408657	-0.0	-0.0	-6.78300329503	-0.0	-0.0	-0.0
FOXM1_23109430_ChIP-Seq_U2OS_Human	14.5528711319	16.1239415317	0.0	0.0	31.1497643779	23.1559527294	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
AR_20517297_ChIP-Seq_VCAP_Human	6.54630652081	9.82253027952	11.8194437582	0.0	7.00920599391	21.6379573793	-2.56298431717	-0.0	-0.0	-10.399048868	-0.0	-0.0
PHF8_20622854_ChIP-Seq_HELA_Human	28.3798045082	18.0600193411	33.6451056892	5.75492547346	47.3205744269	33.933662842	-1.5417639996	-9.44575499443	-25.8373951601	-15.7286894922	-34.28465344	-22.2665071319
E2F1_21310950_ChIP-Seq_MCF7_Human	9.00079480842	5.1456984356	6.34390493581	38.5634706692	10.1121318514	10.2945136738	-9.31219981224	-0.0	-0.0	-1.36528395516	-0.0	-20.1027334867
PRDM14_21183938_ChIP-Seq_MESC_Mouse	0.0904209209819	8.5465646288	0.0	0.0	16.5952336646	2.41512330595	-8.26445335623	-5.6879806635	-0.0	-9.42315697332	-47.3631593599	-31.6298081619
TTF2_22483619_ChIP-Seq_HELA_Human	23.2986904178	0.0	0.0	11.8280606683	42.0086896248	10.8514505385	-0.712769949788	-22.6484341797	-47.0706923953	-29.4005031333	-20.5295187498	-6.64366541458
SALL4_18804426_ChIP-ChIP_XEN_Mouse	0.0	4.89792457723	0.0	0.0	1.62111357051	5.66634692208	-25.685185714	-23.0943553408	-26.9943431129	-33.4242760597	-32.6232196015	-2.14843002052
TRIM28_19339689_ChIP-ChIP_MESC_Mouse	21.8256158585	9.47803213196	14.7906001021	9.6262153643	21.9945715157	22.6754631147	-3.28219101208	-21.1894207656	-20.1131670772	-0.0	-50.3576037974	-64.8901448037
PPARD_21283829_ChIP-Seq_MYOFIBROBLAST_Human	15.8401268018	3.06471285702	11.1269251069	19.0539014017	26.2804910467	5.9308725837	-27.3113247668	-23.9971738035	-15.6228308212	-12.8327265464	-22.6862105949	-0.817430233823
OLIG2_23332759_ChIP-Seq_OLIGODENDROCYTES_Mouse	8.22787554382	35.5357268974	11.7240053072	21.8939569606	20.1051158165	26.6406861942	-10.6215590986	-13.2431936978	-18.6434410569	-8.52100885155	-12.1158861804	-0.0
NR3C1_21868756_ChIP-Seq_MCF10A_Human	0.0	0.192285862373	23.1372372611	0.0	16.1333199834	3.02698000071	-16.9014729878	-0.0	-0.0	-5.4157988364	-0.0	-0.0
CEBPA_23403033_ChIP-Seq_LIVER_Mouse	2.68176168194	0.0	2.78066131639	0.0	10.3460289291	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
RUNX1_22412390_ChIP-Seq_EML_Mouse	3.04067050463	4.2428071033	2.26322070285	18.017920224	9.45396416774	0.0	-17.7369135754	-13.4633865145	-6.15566900178	-11.5260500075	-17.9403688699	-37.7637684644
BCL6_25482012_ChIP-Seq_CML-JURL-MK1_Human	0.0	0.0	0.0	6.53023679502	0.0	0.247688595939	-7.64603287587	-0.0	-0.0	-16.9404765629	-2.85786146974	-0.0
SMARCA4_23332759_ChIP-Seq_OLIGODENDROCYTES_Mouse	2.95289485083	40.1367045466	24.5848793796	19.0421423148	37.4037508222	16.4701373425	-2.20709355081	-6.61490312269	-15.004817767	-9.98120210654	-13.58018124	-3.18141561278
CRX_20693478_ChIP-Seq_ADULT RETINA_Mouse	7.31915557749	0.0	0.0	0.0	4.74726144607	8.58155835424	-0.0	-0.0	-0.0	-1.20554983084	-0.0	-0.0
TCFAP2C_20176728_ChIP-ChIP_TROPHOBLAST STEM CELLS_Mouse	19.3835581135	14.9641403019	13.1215425156	17.9137651962	14.1090063914	22.7243893603	-0.0	-6.68113087756	-37.0465330687	-6.90780066876	-27.1058841771	-60.3294281301
NOTCH1_17114293_ChIP-ChIP_T-ALL_Human	0.0	0.0	0.0	1.58187682763	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPI1_20517297_ChIP-Seq_HL60_Human	0.0	0.0	0.0	22.1448950507	0.0	0.0	-0.0	-0.0	-0.613798134525	-0.0	-0.0	-0.0
SIN3A_21632747_ChIP-Seq_MESC_Mouse	0.0	0.0	0.0	7.50567810746	0.0	0.0	-0.0	-6.20195317782	-2.55149884722	-2.59812039227	-0.0	-12.555020372
YY1_21170310_ChIP-Seq_MESC_Mouse	0.0	0.0	0.0	15.7040249189	0.0	0.0	-0.0	-1.81099431353	-0.0	-0.0	-0.0	-0.0
THAP11_20581084_ChIP-Seq_MESC_Mouse	0.0	0.0	0.0	1.54638599755	0.0	0.0	-5.3516984969	-0.0	-1.63174367644	-9.67606190732	-0.0	-0.0
MYC_20876797_ChIP-ChIP_MEDULLOBLASTOMA_Human	0.0	0.0	0.0	1.62535080028	0.0	0.0	-0.0	-5.19737663883	-4.34240573008	-4.54990155926	-0.0	-0.0
REST_19997604_ChIP-ChIP_NEURONS_Mouse	0.0	0.0	0.0	2.62351727294	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.637519150837	-0.0
AUTS2_25519132_ChIP-Seq_293T-REX_Human	0.0	0.0	0.0	6.29513461869	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-5.37637688754	-0.0
POU5F1_18555785_ChIP-Seq_MESC_Mouse	0.0	2.77091625239	0.0	0.0	5.30992175044	0.0	-0.0	-0.0	-13.1051699437	-0.0	-0.0	-0.0
GATA6_25053715_ChIP-Seq_YYC3_Human	9.47007159311	37.4278963267	23.2092712626	44.292556737	22.2375507146	21.9166302214	-2.61105773553	-9.29503167806	-6.41616352573	-29.6935278048	-18.8675984591	-44.5000008282
GATA3_20176728_ChIP-ChIP_TROPHOBLAST STEM CELLS_Mouse	0.0	3.78059797429	6.38720169701	2.77712136942	0.81977720454	4.51139583794	-0.0	-0.0	-0.0	-2.77447729907	-0.0	-3.96183995615
DNAJC2_21179169_ChIP-ChIP_NT2_Human	0.0	0.666411417337	0.0	10.0450981867	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-1.42151131998	-0.0
TP53_22127205_ChIP-Seq_IMR90_Human	0.0	0.0	2.06280426699	7.65637924393	0.0	0.0	-0.0	-9.0568517071	-18.4861848004	-0.0	-13.7521613946	-0.0
GATA2_21571218_ChIP-Seq_MEGAKARYOCYTES_Human	9.09223160876	1.74381003678	0.0	18.7679014014	0.0	10.7968153773	-0.0	-4.33939149666	-0.0	-0.0	-0.0	-3.67953896342
SMAD2_18955504_ChIP-ChIP_HaCaT_Human	21.0319043264	27.6485606987	28.2046251363	31.1553249557	27.3885507628	21.9169132256	-39.0808437689	-48.1828107974	-88.9090206854	-87.4380979541	-113.810455072	-120.079836488
SMAD3_18955504_ChIP-ChIP_HaCaT_Human	21.2512899504	27.411781812	27.9526133826	30.9031540936	27.651723325	21.7103163395	-39.351525643	-47.8499480811	-89.471972956	-86.8785109719	-113.07760271	-119.301819262
WT1_20215353_ChIP-ChIP_NEPHRON PROGENITOR_Mouse	13.5238525911	6.05745512565	22.3317429207	5.54476431538	18.8010675271	12.4530282774	-8.84909407686	-15.2927415812	-13.6020410953	-6.64326721334	-28.958468667	-31.3562383801
NANOG_16518401_ChIP-PET_MESC_Mouse	26.6066473651	15.3115138505	32.1283922917	8.88937100299	57.9196593657	12.2832020069	-0.0	-2.64052955085	-8.65404480364	-1.78163750209	-9.73904796636	-7.08691119148
TP53_16413492_ChIP-PET_HCT116_Human	0.803991935071	5.0502143273	12.5550466525	0.0	5.69595104031	5.4572792507	-0.0	-0.0	-0.0	-0.0	-0.0521581992826	-0.0
SMAD4_19686287_ChIP-ChIP_HaCaT_Human	0.0	13.54785629	0.600572610543	2.99833135056	14.4214108595	2.10594961453	-8.26815769939	-0.0	-7.61868181686	-34.601856917	-63.3975557503	-24.5946025024
TCF3_18467660_ChIP-ChIP_MESC_Mouse	0.0	8.49585463531	2.76381838499	0.0	4.17116145038	5.55124526783	-6.93468199838	-0.0	-0.445263243756	-10.845621373	-28.3972388986	-0.0
XRN2_22483619_ChIP-Seq_HELA_Human	39.8964994769	2.64796663922	27.0889336507	14.2556115941	44.2699098872	22.909183442	-0.0	-33.9502630978	-22.3392278212	-5.82600230502	-0.0	-0.0
MYC_19079543_ChIP-ChIP_MESC_Mouse	5.53860407106	0.0	5.6969906681	0.0	2.83485308113	6.92961115933	-0.0	-7.78087755048	-38.3854631471	-4.00780505286	-29.787196321	-18.3780640645
FOXO3_22982991_ChIP-Seq_MACROPHAGES_Mouse	28.2984598897	4.71723199761	25.8021433499	2.88678877139	29.7908977781	23.9418829333	-2.17369288761	-4.26940174284	-22.1949833243	-4.15410444633	-0.730849465354	-0.0
CREB1_15753290_ChIP-ChIP_HEK293T_Human	21.9796662468	0.0	0.0	19.4203483341	6.15289012671	18.2968024459	-2.08082389996	-0.0	-0.0	-0.0	-0.0	-0.0
HNF4A_19822575_ChIP-Seq_HepG2_Human	41.6743382862	43.3515326179	41.8797486804	35.8883489993	56.5589113638	36.7378093417	-30.1462190861	-25.4252650862	-5.95034067578	-12.0573968836	-15.74422569	-21.5544432033
MEIS1_20887958_ChIP-Seq_HPC-7_Mouse	3.48569127811	0.0	0.0	0.0	0.0	4.96180983695	-2.98888125996	-23.2422413137	-0.0	-0.0	-0.0	-14.403963719
DMRT1_23473982_ChIP-Seq_TESTES_Mouse	18.6086032056	3.23213643727	13.5018082215	16.8653583956	33.3555054344	0.0	-0.0	-6.89698334351	-0.0	-0.0	-6.87001903282	-1.39859699123
CLOCK_20551151_ChIP-Seq_293T_Human	14.8416100969	27.1900524291	2.85866992882	8.57898300118	21.9322392441	22.3081507515	-0.0	-5.66768326207	-0.0	-0.0	-0.0	-7.17719378095
NR1H3_23393188_ChIP-Seq_ATHEROSCLEROTIC-FOAM_Human	14.7306081645	25.131439156	1.37786269893	0.0	12.3391650036	31.9340329303	-0.0	-19.3104389666	-3.76525566494	-0.0	-14.6800924693	-28.9068448384
MECOM_23826213_ChIP-Seq_KASUMI_Mouse	23.7162664661	20.4989510186	12.3920683183	21.4833531528	3.73493942816	39.6644393096	-0.0	-0.0	-2.89703316288	-8.9408146352	-0.0	-0.196695065283
CUX1_19635798_ChIP-ChIP_MULTIPLE HUMAN CANCER  TYPES_Human	30.400459238	9.83510382503	1.55997555963	44.8176798257	5.76570014171	29.0073690995	-17.9697694847	-16.7244215272	-8.76511890771	-29.5972155736	-7.96527805207	-16.408250162
RUNX1_17652178_ChIP-ChIP_JURKAT_Human	0.0	1.61357636592	0.0	5.39589638961	0.0	0.0	-7.4353456742	-1.93333571745	-0.0	-4.92641354927	-0.0	-1.65610700498
ESR2_21235772_ChIP-Seq_MCF-7_Human	0.0	3.21117413787	2.46573306976	0.0	0.0	3.46341522423	-0.0	-0.0	-6.0843696894	-8.44846854849	-34.6696271741	-17.6527727975
